src,type,key,dewpoint,wdir,qpf,pop,condition,mslp,temp,sky,snow,humidity,wspd
wunder,hourly,2016-03-27 12:00,1,322,0,0,Overcast,1017,40,94,0,78,18
wunder,hourly,2016-03-27 14:00,1,324,0,0,Mostly Cloudy,1016,45,79,0,64,18
wunder,hourly,2016-03-28 12:00,-2,233,0,0,Clear,1019,50,17,0,42,10
wunder,hourly,2016-03-27 22:00,-1,305,0,2,Clear,1017,40,4,0,72,5
wunder,hourly,2016-03-27 16:00,0,325,0,1,Mostly Cloudy,1016,47,69,0,57,16
wunder,hourly,2016-03-28 14:00,-1,258,0,0,Clear,1018,55,15,0,38,10
wunder,hourly,2016-03-28 02:00,-1,236,0,1,Clear,1018,36,6,0,80,3
wunder,hourly,2016-03-27 09:00,2,329,0,15,Overcast,1017,36,99,0,96,16
wunder,hourly,2016-03-28 05:00,-2,225,0,1,Clear,1018,34,21,0,84,3
wunder,hourly,2016-03-27 13:00,1,324,0,0,Overcast,1016,43,86,0,70,19
wunder,hourly,2016-03-28 08:00,-2,241,0,1,Partly Cloudy,1019,35,42,0,76,5
wunder,hourly,2016-03-27 17:00,0,322,0,1,Mostly Cloudy,1016,47,62,0,56,16
wunder,hourly,2016-03-27 23:00,-1,301,0,2,Clear,1017,38,3,0,74,5
wunder,hourly,2016-03-28 04:00,-1,226,0,1,Clear,1018,34,17,0,83,3
wunder,hourly,2016-03-28 07:00,-2,234,0,1,Partly Cloudy,1018,33,39,0,81,5
wunder,hourly,2016-03-27 11:00,1,322,0,15,Overcast,1017,39,98,0,83,16
wunder,hourly,2016-03-28 19:00,1,65,0,0,Clear,1018,53,13,0,48,6
wunder,hourly,2016-03-28 09:00,-1,242,0,0,Partly Cloudy,1019,39,39,0,69,6
wunder,hourly,2016-03-27 21:00,0,314,0,1,Clear,1017,41,11,0,68,6
wunder,hourly,2016-03-27 19:00,0,320,0,1,Partly Cloudy,1016,46,46,0,60,10
wunder,hourly,2016-03-28 01:00,-1,241,0,2,Clear,1018,37,3,0,78,3
wunder,hourly,2016-03-28 10:00,-1,246,0,0,Clear,1019,43,27,0,60,6
wunder,hourly,2016-03-27 20:00,1,312,0,1,Partly Cloudy,1016,43,43,0,66,8
wunder,hourly,2016-03-28 15:00,-1,267,0,0,Clear,1018,56,13,0,36,10
wunder,hourly,2016-03-28 17:00,0,282,0,0,Clear,1018,56,12,0,39,10
wunder,hourly,2016-03-28 11:00,-1,230,0,0,Clear,1019,48,27,0,49,8
wunder,hourly,2016-03-28 20:00,1,96,0,0,Clear,1019,51,8,0,51,6
wunder,hourly,2016-03-28 03:00,-1,229,0,1,Clear,1018,35,11,0,82,3
wunder,hourly,2016-03-28 18:00,1,308,0,0,Clear,1018,55,13,0,44,8
wunder,hourly,2016-03-28 13:00,-2,237,0,0,Clear,1019,53,17,0,39,11
wunder,hourly,2016-03-27 18:00,0,323,0,1,Partly Cloudy,1016,47,56,0,57,13
wunder,hourly,2016-03-28 00:00,-1,276,0,2,Clear,1017,37,3,0,76,3
wunder,hourly,2016-03-27 15:00,1,325,0,0,Mostly Cloudy,1016,46,72,0,59,18
wunder,hourly,2016-03-28 06:00,-2,228,0,1,Clear,1018,33,27,0,83,5
wunder,hourly,2016-03-27 10:00,2,327,0,15,Overcast,1017,38,95,0,89,16
wunder,hourly,2016-03-28 16:00,-1,279,0,0,Clear,1018,57,13,0,36,10
