src,type,key,dewpoint,wdir,qpf,pop,condition,mslp,temp,sky,snow,humidity,wspd
wunder,hourly,2016-03-21 17:00,-2,143,0,0,Mostly Cloudy,1012,48,74,0,48,23
wunder,hourly,2016-03-21 09:00,-3,160,0,1,Mostly Cloudy,1021,34,72,0,72,8
wunder,hourly,2016-03-20 14:00,-6,310,0,0,Partly Cloudy,1027,40,47,0,48,14
wunder,hourly,2016-03-21 19:00,-1,126,0,0,Overcast,1010,46,82,0,55,19
wunder,hourly,2016-03-20 23:00,-3,286,0,0,Mostly Cloudy,1024,34,77,0,71,6
wunder,hourly,2016-03-20 17:00,-5,305,0,0,Mostly Cloudy,1025,40,75,0,51,16
wunder,hourly,2016-03-21 03:00,-3,274,0,0,Overcast,1023,32,83,0,77,3
wunder,hourly,2016-03-20 11:00,-5,322,0,1,Clear,1028,34,20,0,63,11
wunder,hourly,2016-03-21 11:00,-3,159,0,0,Mostly Cloudy,1020,40,70,0,56,18
wunder,hourly,2016-03-20 21:00,-4,297,0,0,Mostly Cloudy,1025,36,79,0,64,8
wunder,hourly,2016-03-21 20:00,-1,124,0,0,Overcast,1009,45,85,0,58,19
wunder,hourly,2016-03-20 20:00,-4,295,0,0,Overcast,1025,37,82,0,59,10
wunder,hourly,2016-03-21 05:00,-3,243,0,0,Mostly Cloudy,1022,32,79,0,82,2
wunder,hourly,2016-03-21 18:00,-1,136,0,0,Mostly Cloudy,1011,47,79,0,51,21
wunder,hourly,2016-03-20 15:00,-6,309,0,0,Mostly Cloudy,1026,40,60,0,48,16
wunder,hourly,2016-03-20 18:00,-5,306,0,0,Mostly Cloudy,1025,39,77,0,52,14
wunder,hourly,2016-03-20 12:00,-6,314,0,0,Partly Cloudy,1028,38,42,0,53,13
wunder,hourly,2016-03-21 14:00,-3,158,0,0,Mostly Cloudy,1016,45,65,0,48,23
wunder,hourly,2016-03-21 08:00,-3,164,0,1,Mostly Cloudy,1021,33,73,0,77,6
wunder,hourly,2016-03-20 19:00,-4,301,0,0,Mostly Cloudy,1025,39,77,0,55,11
wunder,hourly,2016-03-20 22:00,-4,294,0,0,Overcast,1025,35,80,0,67,6
wunder,hourly,2016-03-21 10:00,-3,159,0,0,Mostly Cloudy,1020,37,72,0,63,14
wunder,hourly,2016-03-21 16:00,-2,147,0,0,Mostly Cloudy,1013,48,71,0,46,24
wunder,hourly,2016-03-20 16:00,-6,307,0,0,Overcast,1025,40,82,0,49,18
wunder,hourly,2016-03-20 13:00,-6,311,0,0,Partly Cloudy,1027,39,59,0,49,14
wunder,hourly,2016-03-21 06:00,-3,200,0,0,Mostly Cloudy,1022,31,75,0,85,3
wunder,hourly,2016-03-20 10:00,-4,330,0,2,Clear,1028,32,24,0,73,10
wunder,hourly,2016-03-21 04:00,-3,270,0,0,Overcast,1023,32,83,0,79,3
wunder,hourly,2016-03-21 12:00,-3,160,0,0,Mostly Cloudy,1019,42,68,0,52,19
wunder,hourly,2016-03-20 09:00,-4,333,0,4,Clear,1028,29,23,0,82,8
wunder,hourly,2016-03-21 15:00,-3,150,0,0,Mostly Cloudy,1014,47,62,0,46,24
wunder,hourly,2016-03-21 07:00,-3,180,0,1,Mostly Cloudy,1022,32,72,0,83,5
wunder,hourly,2016-03-21 01:00,-3,278,0,0,Mostly Cloudy,1024,32,78,0,77,5
wunder,hourly,2016-03-21 02:00,-3,266,0,0,Overcast,1023,33,82,0,76,3
wunder,hourly,2016-03-21 00:00,-3,281,0,0,Mostly Cloudy,1024,33,79,0,74,5
wunder,hourly,2016-03-21 13:00,-3,157,0,0,Mostly Cloudy,1017,44,61,0,49,21
