src,type,key,dewpoint,wdir,qpf,pop,condition,mslp,temp,sky,snow,humidity,wspd
wunder,hourly,2016-03-23 08:00,-4,56,0,10,Overcast,1015,33,95,0,72,29
wunder,hourly,2016-03-24 08:00,-9,18,0,1,Mostly Cloudy,1016,28,66,0,59,19
wunder,hourly,2016-03-24 01:00,-6,35,0,9,Overcast,1016,31,98,0,65,26
wunder,hourly,2016-03-23 22:00,-6,39,0,39,Snow Showers,1017,32,99,3,64,27
wunder,hourly,2016-03-22 23:00,-2,37,0,0,Partly Cloudy,1011,35,48,0,77,23
wunder,hourly,2016-03-23 14:00,-8,58,0,40,Snow,1016,37,98,0,43,32
wunder,hourly,2016-03-23 04:00,-2,47,0,2,Overcast,1012,35,98,0,75,26
wunder,hourly,2016-03-23 19:00,-6,52,0,59,Snow Showers,1016,36,99,3,56,29
wunder,hourly,2016-03-23 13:00,-8,58,0,10,Partly Cloudy,1016,37,96,0,46,34
wunder,hourly,2016-03-23 18:00,-6,58,1,57,Snow Showers,1016,37,98,8,54,29
wunder,hourly,2016-03-24 09:00,-9,20,0,1,Mostly Cloudy,1016,28,68,0,60,19
wunder,hourly,2016-03-23 12:00,-7,62,0,10,Partly Cloudy,1016,36,98,0,49,32
wunder,hourly,2016-03-23 06:00,-3,52,0,4,Overcast,1013,34,96,0,74,26
wunder,hourly,2016-03-23 11:00,-6,61,0,10,Partly Cloudy,1016,36,99,0,57,32
wunder,hourly,2016-03-24 00:00,-6,38,0,14,Overcast,1016,32,99,0,66,27
wunder,hourly,2016-03-23 05:00,-3,50,0,3,Overcast,1013,34,96,0,75,24
wunder,hourly,2016-03-23 23:00,-6,37,0,35,Snow Showers,1016,32,99,0,66,29
wunder,hourly,2016-03-23 03:00,-2,45,0,0,Overcast,1012,35,97,0,74,26
wunder,hourly,2016-03-24 07:00,-9,17,0,1,Mostly Cloudy,1016,28,73,0,57,18
wunder,hourly,2016-03-24 03:00,-7,27,0,2,Overcast,1016,31,87,0,63,26
wunder,hourly,2016-03-24 02:00,-6,30,0,3,Overcast,1016,31,94,0,65,26
wunder,hourly,2016-03-24 10:00,-8,21,0,1,Mostly Cloudy,1016,30,62,0,58,21
wunder,hourly,2016-03-23 07:00,-3,52,0,3,Overcast,1014,34,96,0,73,29
wunder,hourly,2016-03-23 17:00,-6,58,1,55,Snow Showers,1015,37,97,5,52,32
wunder,hourly,2016-03-23 20:00,-6,45,1,40,Snow Showers,1016,35,99,3,58,26
wunder,hourly,2016-03-23 00:00,-2,37,0,0,Partly Cloudy,1011,34,43,0,78,23
wunder,hourly,2016-03-24 06:00,-9,17,0,1,Mostly Cloudy,1016,29,73,0,58,24
wunder,hourly,2016-03-24 04:00,-8,22,0,2,Overcast,1016,30,80,0,61,26
wunder,hourly,2016-03-23 21:00,-6,41,1,39,Snow Showers,1017,34,98,3,61,26
wunder,hourly,2016-03-23 01:00,-2,39,0,0,Mostly Cloudy,1012,34,65,0,78,23
wunder,hourly,2016-03-23 15:00,-8,60,1,40,Snow,1015,38,95,0,42,32
wunder,hourly,2016-03-23 02:00,-2,42,0,0,Overcast,1012,36,92,0,73,26
wunder,hourly,2016-03-23 09:00,-4,58,0,9,Overcast,1016,34,98,0,69,29
wunder,hourly,2016-03-23 16:00,-7,61,1,44,Snow Showers,1015,38,97,5,48,31
wunder,hourly,2016-03-23 10:00,-4,57,0,9,Overcast,1016,35,98,0,64,29
wunder,hourly,2016-03-24 05:00,-8,20,0,1,Mostly Cloudy,1016,29,78,0,60,24
