src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-16 20:00,-1,19,6,43,6,6,59,Mostly Cloudy,Mostly Cloudy,0,30,0,290,89,1004,0,1458176400
aeris,hourly,2016-03-17 17:00,-1,45,5,41,5,5,67,Cloudy with Scattered Light Showers,Scattered Showers,0,17,0.13,320,99,1013,0,1458252000
aeris,hourly,2016-03-17 07:00,0,19,2,36,2,2,89,Cloudy with Isolated Light Wintry Mix,Isolated Wintry Mix,0,20,0.09,290,97,1008,0,1458216000
aeris,hourly,2016-03-17 10:00,-1,45,3,37,3,3,76,Cloudy with Scattered Light Showers,Scattered Showers,0,23,0.09,300,98,1010,0,1458226800
aeris,hourly,2016-03-18 13:00,-4,8,3,37,3,3,59,Mostly Cloudy,Mostly Cloudy,0,10,0,30,76,1026,0,1458324000
aeris,hourly,2016-03-17 08:00,0,45,2,36,2,2,85,Cloudy with Isolated Light Wintry Mix,Isolated Wintry Mix,0,20,0.09,290,97,1008,0,1458219600
aeris,hourly,2016-03-18 01:00,-3,30,0,32,0,0,82,Mostly Cloudy,Mostly Cloudy,0.05,10,0.09,20,88,1020,0,1458280800
aeris,hourly,2016-03-18 15:00,-4,8,3,37,3,3,56,Mostly Cloudy,Mostly Cloudy,0,11,0,30,77,1025,0,1458331200
aeris,hourly,2016-03-18 06:00,-4,30,-2,28,-2,-2,88,Mostly Cloudy,Mostly Cloudy,0,10,0,20,82,1023,0,1458298800
aeris,hourly,2016-03-17 02:00,0,19,3,37,3,3,79,Cloudy,Cloudy,0,17,0.09,290,95,1006,0,1458198000
aeris,hourly,2016-03-17 16:00,-1,45,5,41,5,5,65,Cloudy with Scattered Light Showers,Scattered Showers,0,17,0.13,310,99,1012,0,1458248400
aeris,hourly,2016-03-18 09:00,-4,8,-1,30,-1,-1,79,Mostly Cloudy,Mostly Cloudy,0,11,0,30,80,1025,0,1458309600
aeris,hourly,2016-03-17 12:00,-1,45,4,39,4,4,69,Cloudy with Scattered Light Showers,Scattered Showers,0,20,0.09,300,98,1011,0,1458234000
aeris,hourly,2016-03-17 19:00,-1,45,3,37,3,3,72,Cloudy with Chance of Light Rain,Scattered Showers,0,14,0.13,340,98,1015,0,1458259200
aeris,hourly,2016-03-17 22:00,-2,30,2,36,2,2,79,Mostly Cloudy with Chance of Light Wintry Mix,Scattered Wintry Mix,0.05,12,0.09,10,93,1018,0,1458270000
aeris,hourly,2016-03-18 04:00,-3,30,-2,28,-2,-2,88,Mostly Cloudy,Mostly Cloudy,0,10,0,10,85,1021,0,1458291600
aeris,hourly,2016-03-17 06:00,0,19,2,36,2,2,86,Cloudy with Slight Chance of Light Wintry Mix,Isolated Wintry Mix,0,19,0.09,290,97,1007,0,1458212400
aeris,hourly,2016-03-17 00:00,0,19,4,39,4,4,76,Cloudy,Cloudy,0,17,0,290,95,1005,0,1458190800
aeris,hourly,2016-03-17 21:00,-2,30,2,36,2,2,75,Cloudy with Chance of Light Wintry Mix,Scattered Wintry Mix,0.05,13,0.09,360,95,1017,0,1458266400
aeris,hourly,2016-03-18 07:00,-4,30,-2,28,-2,-2,88,Mostly Cloudy,Mostly Cloudy,0,10,0,20,81,1023,0,1458302400
aeris,hourly,2016-03-18 17:00,-4,8,4,39,4,4,56,Mostly Cloudy,Mostly Cloudy,0,11,0,40,77,1025,0,1458338400
aeris,hourly,2016-03-17 23:00,-2,30,1,34,1,1,79,Mostly Cloudy with Scattered Snow Showers,Scattered Snow Showers,0.05,12,0.09,10,91,1018,0,1458273600
aeris,hourly,2016-03-16 19:00,-1,12,7,45,7,7,57,Mostly Cloudy,Mostly Cloudy,0,33,0,300,87,1004,0,1458172800
aeris,hourly,2016-03-18 14:00,-4,8,3,37,3,3,58,Mostly Cloudy,Mostly Cloudy,0,11,0,30,76,1025,0,1458327600
aeris,hourly,2016-03-18 12:00,-4,8,2,36,2,2,64,Mostly Cloudy,Mostly Cloudy,0,11,0,30,77,1026,0,1458320400
aeris,hourly,2016-03-16 23:00,-1,19,5,41,5,5,70,Mostly Cloudy,Mostly Cloudy,0,19,0,290,94,1005,0,1458187200
aeris,hourly,2016-03-16 17:00,-1,12,8,46,8,8,56,Mostly Cloudy,Mostly Cloudy,0,43,0,290,93,1003,0,1458165600
aeris,hourly,2016-03-17 04:00,0,19,3,37,3,3,82,Cloudy,Cloudy,0,19,0.09,290,95,1006,0,1458205200
aeris,hourly,2016-03-17 14:00,-1,45,5,41,5,5,67,Cloudy with Scattered Light Showers,Scattered Showers,0,19,0.13,310,98,1011,0,1458241200
aeris,hourly,2016-03-17 09:00,0,45,2,36,2,2,82,Cloudy with Isolated Light Wintry Mix,Isolated Wintry Mix,0,23,0.09,300,98,1009,0,1458223200
aeris,hourly,2016-03-16 21:00,0,19,5,41,5,5,64,Mostly Cloudy,Mostly Cloudy,0,24,0,290,92,1005,0,1458180000
aeris,hourly,2016-03-17 03:00,0,19,4,39,4,4,79,Cloudy,Cloudy,0,17,0.09,290,95,1006,0,1458201600
aeris,hourly,2016-03-18 08:00,-4,8,-2,28,-2,-2,83,Mostly Cloudy,Mostly Cloudy,0,11,0,30,80,1024,0,1458306000
