src,type,key,precipAccumulation,precipType,cloudCover,humidity,visibility,summary,pressure,windSpeed,temperature,time,windBearing,precipIntensity,dewPoint,precipProbability,temperatureMin,temperatureMax
forecast.io,hourly,2016-03-26 09:00,NA,rain,0.98,0.92,10,Light Rain,1015.8,5.46,40.22,1459000800,148,0.0101,38.18,0.51,NA,NA
forecast.io,hourly,2016-03-26 13:00,NA,rain,0.93,0.77,10,Mostly Cloudy,1015.69,2.93,48.33,1459015200,72,0.0043,41.39,0.17,NA,NA
forecast.io,hourly,2016-03-26 03:00,NA,rain,1,0.82,10,Drizzle,1014.75,6.81,39.63,1458979200,146,0.0059,34.73,0.27,NA,NA
forecast.io,hourly,2016-03-26 14:00,NA,rain,0.95,0.75,10,Drizzle,1015.11,3.39,50.37,1459018800,67,0.0054,42.62,0.24,NA,NA
forecast.io,hourly,2016-03-25 23:00,NA,rain,0.98,0.78,9.68,Drizzle,1014.11,7.47,40.92,1458964800,141,0.0059,34.75,0.27,NA,NA
forecast.io,hourly,2016-03-26 18:00,NA,rain,1,0.8,9.72,Light Rain,1013.87,6.21,49.46,1459033200,33,0.0228,43.45,0.62,NA,NA
forecast.io,hourly,2016-03-26 22:00,NA,rain,1,0.9,10,Light Rain,1016.05,6.78,42.17,1459047600,11,0.0149,39.47,0.57,NA,NA
forecast.io,hourly,2016-03-25 08:00,NA,NA,0.33,0.74,9.51,Partly Cloudy,1014.45,6.26,29.13,1458910800,169,0,21.86,0,NA,NA
forecast.io,hourly,2016-03-25 16:00,NA,NA,0.91,0.63,9.81,Mostly Cloudy,1012.4,13.83,49.53,1458939600,170,0,37.51,0,NA,NA
forecast.io,hourly,2016-03-26 19:00,NA,rain,1,0.83,9.64,Light Rain,1014.19,6.89,47.51,1459036800,26,0.0267,42.63,0.64,NA,NA
forecast.io,hourly,2016-03-25 11:00,NA,NA,0.61,0.7,9.47,Mostly Cloudy,1013.96,10.9,37.62,1458921600,177,0,28.57,0,NA,NA
forecast.io,hourly,2016-03-26 06:00,NA,rain,1,0.93,10,Light Rain,1014.96,6.68,38.29,1458990000,152,0.0229,36.38,0.62,NA,NA
forecast.io,hourly,2016-03-26 12:00,NA,rain,0.94,0.8,10,Overcast,1015.97,2.73,45.91,1459011600,98,0.0023,40.17,0.06,NA,NA
forecast.io,daily,2016-03-30 00:00,NA,rain,0.97,0.79,NA,Light rain in the morning and afternoon.,1002.32,15.42,NA,1459314000,171,0.0102,48.31,0.7,48.41,63.02
forecast.io,hourly,2016-03-26 16:00,NA,rain,1,0.74,10,Light Rain,1013.85,4.14,52.35,1459026000,67,0.0097,44.25,0.5,NA,NA
forecast.io,daily,2016-03-31 00:00,NA,rain,0.82,0.74,NA,"Breezy until evening and light rain until evening, starting again overnight.",1000.58,20.15,NA,1459400400,275,0.0088,32.05,0.65,33.29,50.21
forecast.io,hourly,2016-03-26 02:00,NA,rain,1,0.81,10,Drizzle,1014.76,7.21,39.95,1458975600,143,0.0082,34.53,0.42,NA,NA
forecast.io,hourly,2016-03-26 04:00,NA,rain,1,0.84,10,Drizzle,1014.77,6.78,39.23,1458982800,146,0.0064,34.84,0.3,NA,NA
forecast.io,hourly,2016-03-25 10:00,NA,NA,0.6,0.71,9.5,Mostly Cloudy,1014.19,9.48,34.99,1458918000,175,0,26.55,0,NA,NA
forecast.io,daily,2016-03-25 00:00,NA,rain,0.53,0.7,9.65,Drizzle overnight.,1013.65,7.6,NA,1458882000,164,0.0007,29.12,0.27,27.78,50.52
forecast.io,hourly,2016-03-25 20:00,NA,rain,0.99,0.81,9.17,Overcast,1012.74,7.99,44.34,1458954000,142,0.0018,38.98,0.04,NA,NA
forecast.io,hourly,2016-03-25 13:00,NA,NA,0.54,0.65,9.59,Partly Cloudy,1013.37,13.86,42.62,1458928800,179,0,31.81,0,NA,NA
forecast.io,current,2016-03-25 04:58,NA,NA,0.02,0.72,9.83,Clear,1014.03,3.66,28.82,1458899917,149,0,20.83,0,NA,NA
forecast.io,hourly,2016-03-26 21:00,NA,rain,1,0.88,9.88,Light Rain,1015.47,6.76,43.8,1459044000,16,0.0189,40.55,0.6,NA,NA
forecast.io,hourly,2016-03-25 18:00,NA,NA,1,0.71,9.72,Overcast,1012.25,10.18,49.15,1458946800,160,0,40.1,0,NA,NA
forecast.io,hourly,2016-03-25 05:00,NA,NA,0.02,0.72,9.83,Clear,1014.03,3.69,28.79,1458900000,149,0,20.81,0,NA,NA
forecast.io,hourly,2016-03-27 03:00,NA,rain,1,0.92,10,Light Rain,1016.36,9.09,37.57,1459065600,353,0.0159,35.42,0.57,NA,NA
forecast.io,hourly,2016-03-27 01:00,NA,rain,0.99,0.92,10,Light Rain,1016.37,8.4,38.73,1459058400,1,0.0165,36.57,0.58,NA,NA
forecast.io,daily,2016-04-01 00:00,0.378,snow,0.63,0.66,NA,Light snow (under 1 in.) until afternoon.,1008.97,16.44,NA,1459486800,296,0.0019,19.18,0.31,25.84,34.66
forecast.io,hourly,2016-03-25 19:00,NA,rain,1,0.77,9.52,Overcast,1012.38,8.75,46.79,1458950400,153,0.0023,39.82,0.06,NA,NA
forecast.io,hourly,2016-03-25 22:00,NA,rain,0.97,0.78,9.43,Overcast,1013.72,7.6,41.53,1458961200,141,0.004,35.27,0.15,NA,NA
forecast.io,daily,2016-03-26 00:00,NA,rain,0.99,0.84,9.94,Light rain in the morning and afternoon.,1015.04,3.16,NA,1458968400,102,0.0126,39.11,0.65,38.29,52.35
forecast.io,hourly,2016-03-26 10:00,NA,rain,0.97,0.89,10,Overcast,1016.05,4.7,41.62,1459004400,140,0.002,38.6,0.05,NA,NA
forecast.io,hourly,2016-03-26 23:00,NA,rain,1,0.91,10,Light Rain,1016.39,7.24,40.83,1459051200,7,0.0146,38.44,0.56,NA,NA
forecast.io,hourly,2016-03-26 07:00,NA,rain,1,0.95,10,Light Rain,1015.13,6.36,38.65,1458993600,154,0.0273,37.28,0.65,NA,NA
forecast.io,hourly,2016-03-26 08:00,NA,rain,0.99,0.94,10,Light Rain,1015.44,6.01,39.42,1458997200,152,0.0213,37.88,0.61,NA,NA
forecast.io,hourly,2016-03-25 21:00,NA,rain,0.98,0.78,9.05,Overcast,1013.23,7.94,42.45,1458957600,141,0.0025,36.1,0.07,NA,NA
forecast.io,daily,2016-03-28 00:00,NA,NA,0.3,0.66,10,Partly cloudy until afternoon.,1018.23,1.88,NA,1459141200,216,0,33.12,0,33.64,60.13
forecast.io,hourly,2016-03-25 15:00,NA,NA,0.78,0.62,9.81,Mostly Cloudy,1012.67,14.54,47.58,1458936000,172,0,35.15,0,NA,NA
forecast.io,hourly,2016-03-25 06:00,NA,NA,0.08,0.73,9.72,Clear,1014.32,4.56,28.15,1458903600,154,0,20.53,0,NA,NA
forecast.io,hourly,2016-03-26 15:00,NA,rain,0.98,0.74,10,Drizzle,1014.35,3.75,51.86,1459022400,73,0.0069,43.67,0.33,NA,NA
forecast.io,hourly,2016-03-26 01:00,NA,rain,1,0.79,9.91,Drizzle,1014.67,7.1,40.43,1458972000,147,0.0091,34.51,0.49,NA,NA
forecast.io,hourly,2016-03-25 09:00,NA,NA,0.47,0.72,9.58,Partly Cloudy,1014.35,7.46,32.15,1458914400,173,0,24.03,0,NA,NA
forecast.io,daily,2016-03-27 00:00,NA,rain,0.56,0.74,10,Light rain in the morning.,1017.25,7.76,NA,1459054800,333,0.0039,32.81,0.58,34.61,52.18
forecast.io,hourly,2016-03-26 05:00,NA,rain,1,0.89,10,Light Rain,1014.84,6.87,38.69,1458986400,148,0.0133,35.66,0.55,NA,NA
forecast.io,hourly,2016-03-27 04:00,NA,rain,1,0.92,10,Light Rain,1016.46,9.77,37.06,1459069200,349,0.0142,34.86,0.56,NA,NA
forecast.io,hourly,2016-03-26 20:00,NA,rain,1,0.86,9.72,Light Rain,1014.72,6.97,45.65,1459040400,21,0.0244,41.64,0.63,NA,NA
forecast.io,daily,2016-03-29 00:00,NA,rain,0.66,0.73,NA,Drizzle starting in the afternoon and breezy overnight.,1014.01,11.57,NA,1459227600,140,0.0019,40.42,0.24,38.05,64.54
forecast.io,hourly,2016-03-26 11:00,NA,NA,0.96,0.85,10,Overcast,1016.09,3.55,43.51,1459008000,125,0,39.23,0,NA,NA
forecast.io,hourly,2016-03-26 17:00,NA,rain,1,0.76,9.88,Light Rain,1013.73,5.02,51.28,1459029600,47,0.0156,44.01,0.57,NA,NA
forecast.io,hourly,2016-03-25 07:00,NA,NA,0.2,0.74,9.56,Clear,1014.47,5.56,27.78,1458907200,159,0,20.59,0,NA,NA
forecast.io,hourly,2016-03-25 17:00,NA,NA,1,0.66,9.81,Overcast,1012.27,12.3,50.52,1458943200,167,0,39.44,0,NA,NA
forecast.io,hourly,2016-03-25 04:00,NA,NA,0,0.71,9.9,Clear,1013.87,2.74,29.92,1458896400,141,0,21.53,0,NA,NA
forecast.io,hourly,2016-03-27 02:00,NA,rain,1,0.92,10,Light Rain,1016.36,8.66,38.07,1459062000,357,0.0164,35.94,0.58,NA,NA
forecast.io,hourly,2016-03-25 14:00,NA,NA,0.6,0.63,9.76,Mostly Cloudy,1013.02,14.35,44.97,1458932400,175,0,33.12,0,NA,NA
forecast.io,hourly,2016-03-25 12:00,NA,NA,0.58,0.67,9.47,Partly Cloudy,1013.67,12.88,40.22,1458925200,180,0,30.32,0,NA,NA
