src,type,key,dewpoint,wdir,qpf,pop,condition,mslp,temp,sky,snow,humidity,wspd
wunder,hourly,2016-03-27 12:00,1,322,0,3,Overcast,1016,42,93,0,71,18
wunder,hourly,2016-03-27 14:00,0,319,0,2,Overcast,1015,45,85,0,60,18
wunder,hourly,2016-03-26 09:00,3,152,0,0,Overcast,1017,43,93,0,80,8
wunder,hourly,2016-03-26 13:00,4,147,0,16,Overcast,1017,49,95,0,68,11
wunder,hourly,2016-03-26 14:00,4,146,0,21,Overcast,1017,50,96,0,66,11
wunder,hourly,2016-03-26 22:00,5,84,1,89,Rain,1016,44,100,0,88,10
wunder,hourly,2016-03-27 16:00,-1,314,0,0,Partly Cloudy,1015,48,53,0,49,16
wunder,hourly,2016-03-27 09:00,2,329,0,19,Overcast,1015,38,99,0,89,16
wunder,hourly,2016-03-26 12:00,4,154,0,4,Overcast,1017,47,94,0,72,10
wunder,hourly,2016-03-27 13:00,1,324,0,3,Overcast,1016,43,95,0,67,19
wunder,hourly,2016-03-26 16:00,4,135,1,45,Chance of Rain,1016,50,100,0,69,11
wunder,hourly,2016-03-27 17:00,-1,305,0,0,Partly Cloudy,1015,48,39,0,49,14
wunder,hourly,2016-03-26 18:00,4,62,1,95,Rain,1016,47,100,0,75,13
wunder,hourly,2016-03-26 21:00,5,69,1,92,Rain,1016,44,100,0,88,10
wunder,hourly,2016-03-27 11:00,1,325,0,15,Overcast,1016,40,98,0,76,18
wunder,hourly,2016-03-27 06:00,3,328,0,51,Chance of Rain,1014,38,100,0,95,10
wunder,hourly,2016-03-27 03:00,4,358,1,64,Chance of Rain,1014,41,100,0,93,6
wunder,hourly,2016-03-27 01:00,4,104,1,87,Chance of Rain,1015,42,100,0,93,8
wunder,hourly,2016-03-27 07:00,3,325,0,45,Chance of Rain,1014,38,100,0,96,13
wunder,hourly,2016-03-26 10:00,3,155,0,1,Overcast,1018,45,85,0,77,8
wunder,hourly,2016-03-26 23:00,4,117,1,90,Rain,1016,43,100,0,89,10
wunder,hourly,2016-03-27 19:00,0,291,0,0,Clear,1015,47,13,0,56,10
wunder,hourly,2016-03-26 08:00,2,151,0,0,Overcast,1017,42,99,0,80,5
wunder,hourly,2016-03-26 19:00,5,49,1,96,Rain,1016,46,100,0,83,11
wunder,hourly,2016-03-27 05:00,3,331,0,54,Chance of Rain,1014,39,100,0,95,8
wunder,hourly,2016-03-26 15:00,4,143,0,31,Chance of Rain,1017,50,98,0,67,11
wunder,hourly,2016-03-27 00:00,4,95,1,92,Rain,1015,42,100,0,90,6
wunder,hourly,2016-03-27 04:00,3,340,0,60,Chance of Rain,1013,40,100,0,95,6
wunder,hourly,2016-03-26 20:00,5,68,1,93,Rain,1016,45,100,0,86,11
wunder,hourly,2016-03-26 11:00,4,159,0,0,Overcast,1018,45,85,0,77,10
wunder,hourly,2016-03-26 17:00,4,109,2,91,Rain,1016,49,100,0,70,13
wunder,hourly,2016-03-27 02:00,4,38,1,72,Chance of Rain,1014,41,100,0,93,8
wunder,hourly,2016-03-27 18:00,0,297,0,0,Clear,1015,48,23,0,52,13
wunder,hourly,2016-03-27 08:00,2,325,0,21,Overcast,1015,37,100,0,92,14
wunder,hourly,2016-03-27 15:00,-1,316,0,0,Partly Cloudy,1015,47,54,0,55,18
wunder,hourly,2016-03-27 10:00,1,325,0,17,Overcast,1016,40,99,0,81,18
