src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-23 08:00,-3,100,1,34,1,1,75,Cloudy with Light Snow Likely,Snow,0.13,24,0.17,50,100,1015,0,1458738000
aeris,hourly,2016-03-24 19:00,-5,6,3,37,3,3,57,Sunny,Sunny,0,7,0,270,5,1013,0,1458864000
aeris,hourly,2016-03-24 14:00,-6,6,2,36,2,2,55,Mostly Sunny,Mostly Sunny,0,15,0,310,20,1013,0,1458846000
aeris,hourly,2016-03-24 23:00,-6,3,-1,30,-1,-1,71,Mostly Clear,Mostly Clear,0,10,0,180,15,1015,None,1458878400
aeris,hourly,2016-03-24 01:00,-6,100,-2,28,-2,-2,75,Cloudy with Chance of Light Snow,Scattered Snow Showers,0.55,26,0.47,20,100,1015,0,1458799200
aeris,hourly,2016-03-24 18:00,-5,6,3,37,3,3,55,Mostly Sunny,Mostly Sunny,0,9,0,270,8,1013,0,1458860400
aeris,hourly,2016-03-23 22:00,-4,100,-1,30,-1,-1,75,Cloudy with Light Snow,Light Snow,0.55,27,0.47,30,100,1015,0,1458788400
aeris,hourly,2016-03-24 07:00,-8,100,-4,25,-4,-4,74,Partly Cloudy,Partly Cloudy,0.25,24,0.21,360,66,1014,0,1458820800
aeris,hourly,2016-03-23 14:00,-5,100,2,36,2,2,61,Cloudy with Light Snow,Light Snow,0.68,30,0.89,50,100,1016,0,1458759600
aeris,hourly,2016-03-23 04:00,-2,46,2,36,2,2,78,Cloudy with Chance of Light Rain,Isolated Showers,0,20,0,50,100,1012,0,1458723600
aeris,hourly,2016-03-23 19:00,-4,100,2,36,2,2,67,Cloudy with Light Snow,Light Snow,0.68,30,0.89,40,100,1016,0,1458777600
aeris,hourly,2016-03-23 13:00,-4,100,2,36,2,2,62,Cloudy with Light Snow,Light Snow,0.13,27,0.17,50,100,1016,0,1458756000
