src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-18 19:00,-2,8,3,37,3,3,66,Mostly Cloudy,Mostly Cloudy,0,12,0,40,89,1022,0,1458345600
aeris,hourly,2016-03-18 22:00,-3,14,1,34,1,1,75,Mostly Cloudy,Mostly Cloudy,0,12,0,40,87,1024,0,1458356400
aeris,hourly,2016-03-17 17:00,-1,38,5,41,5,5,64,Cloudy with Scattered Light Showers,Scattered Showers,0,20,0.09,290,96,1011,0,1458252000
aeris,hourly,2016-03-17 21:00,-2,31,3,37,3,3,72,Cloudy with Scattered Light Showers,Scattered Showers,0,13,0.09,300,97,1014,0,1458266400
aeris,hourly,2016-03-19 08:00,-4,18,-2,28,-2,-2,88,Mostly Cloudy with Slight Chance of Light Snow,Isolated Snow Showers,0,8,0,70,89,1025,0,1458392400
aeris,hourly,2016-03-18 21:00,-3,14,2,36,2,2,72,Mostly Cloudy,Mostly Cloudy,0,12,0,40,88,1023,0,1458352800
aeris,hourly,2016-03-19 16:00,-4,18,4,39,4,4,55,Mostly Cloudy,Mostly Cloudy,0,10,0,360,79,1024,0,1458421200
aeris,hourly,2016-03-19 10:00,-4,18,-1,30,-1,-1,82,Mostly Cloudy with Slight Chance of Light Snow,Isolated Snow Showers,0,10,0,70,88,1026,0,1458399600
aeris,hourly,2016-03-18 01:00,-2,31,1,34,1,1,82,Mostly Cloudy with Slight Chance of Light Snow,Isolated Snow Showers,0,7,0.09,330,86,1017,0,1458280800
aeris,hourly,2016-03-18 15:00,-2,8,4,39,4,4,62,Cloudy,Cloudy,0,12,0,40,98,1022,0,1458331200
aeris,hourly,2016-03-19 03:00,-3,14,-1,30,-1,-1,85,Mostly Cloudy,Mostly Cloudy,0,10,0,40,84,1024,0,1458374400
