src,type,key,precipAccumulation,precipType,cloudCover,humidity,visibility,summary,pressure,windSpeed,temperature,time,windBearing,precipIntensity,dewPoint,precipProbability,temperatureMin,temperatureMax
forecast.io,hourly,2016-03-16 20:00,NA,rain,1,0.85,2.95,Light Rain and Breezy,1001.23,20.33,38.09,1458176400,286,0.0348,33.98,0.68,NA,NA
forecast.io,hourly,2016-03-16 08:00,NA,rain,1,0.88,10,Rain and Breezy,993.89,24.02,39.38,1458133200,297,0.0575,36.23,0.74,NA,NA
forecast.io,daily,2016-03-16 00:00,NA,rain,1,0.87,6.05,Rain and breezy throughout the day.,996.68,20.69,NA,1458104400,297,0.0631,37.89,0.83,36.27,52
forecast.io,hourly,2016-03-15 22:00,NA,rain,1,0.93,3.96,Rain,997.94,6.52,50.38,1458097200,23,0.1706,48.3,0.84,NA,NA
forecast.io,hourly,2016-03-16 18:00,NA,rain,1,0.84,5.7,Light Rain and Breezy,999.65,21.72,38.91,1458169200,286,0.0451,34.46,0.71,NA,NA
forecast.io,current,2016-03-14 23:59,NA,NA,0.59,0.9,9.06,Partly Cloudy,1004.14,5.78,52.9,1458017949,122,0,50.19,0,NA,NA
forecast.io,daily,2016-03-14 00:00,NA,rain,0.87,0.89,5.78,Drizzle in the morning.,1004.27,3.55,NA,1457931600,133,0.003,48.9,0.51,47.41,56.8
forecast.io,hourly,2016-03-16 13:00,NA,rain,1,0.82,6.73,Light Rain and Windy,995.44,25.57,40.49,1458151200,291,0.0229,35.4,0.62,NA,NA
forecast.io,hourly,2016-03-16 06:00,NA,rain,1,0.9,8.24,Rain and Breezy,993.51,22.43,42.07,1458126000,303,0.1079,39.21,0.8,NA,NA
forecast.io,hourly,2016-03-15 01:00,NA,NA,0.71,0.92,9.03,Mostly Cloudy,1003.98,6.48,52.81,1458021600,123,0,50.43,0,NA,NA
forecast.io,hourly,2016-03-15 10:00,NA,rain,1,0.93,5.24,Light Rain,1001.89,10.74,53.79,1458054000,125,0.0288,51.74,0.65,NA,NA
forecast.io,hourly,2016-03-15 15:00,NA,rain,0.99,0.87,3.06,Rain,1000.46,7.27,58.41,1458072000,124,0.0574,54.5,0.74,NA,NA
forecast.io,hourly,2016-03-15 17:00,NA,rain,1,0.87,3.58,Light Rain,999.09,5.77,55.57,1458079200,102,0.0515,51.85,0.73,NA,NA
forecast.io,hourly,2016-03-15 11:00,NA,rain,1,0.91,4.99,Light Rain,1001.9,9.69,54.98,1458057600,133,0.0169,52.54,0.58,NA,NA
forecast.io,hourly,2016-03-15 23:00,NA,rain,1,0.92,3.75,Rain,997.49,7.78,49.16,1458100800,355,0.1567,46.82,0.83,NA,NA
forecast.io,hourly,2016-03-15 21:00,NA,rain,1,0.92,4.51,Rain,998.14,6.32,51.31,1458093600,40,0.1519,48.98,0.83,NA,NA
forecast.io,hourly,2016-03-16 09:00,NA,rain,1,0.88,10,Light Rain and Breezy,993.98,24.49,38.8,1458136800,296,0.0358,35.52,0.68,NA,NA
forecast.io,daily,2016-03-17 00:00,NA,rain,1,0.9,3.91,"Mixed precipitation until evening, starting again overnight.",1006.82,11.79,NA,1458190800,322,0.0098,34.39,0.63,33.38,45.18
forecast.io,hourly,2016-03-15 03:00,NA,rain,0.9,0.94,8.95,Mostly Cloudy,1003.16,7.41,51.91,1458028800,123,0.0035,50.2,0.12,NA,NA
forecast.io,hourly,2016-03-15 18:00,NA,rain,1,0.89,3.73,Rain,998.69,5.23,54.09,1458082800,91,0.0617,50.89,0.75,NA,NA
forecast.io,hourly,2016-03-15 13:00,NA,rain,0.98,0.89,3.7,Light Rain,1001.73,8.71,57.21,1458064800,137,0.0245,53.91,0.63,NA,NA
forecast.io,hourly,2016-03-16 14:00,NA,rain,1,0.82,7.29,Light Rain and Windy,996.1,25.27,40.35,1458154800,289,0.0311,35.23,0.66,NA,NA
forecast.io,daily,2016-03-15 00:00,NA,rain,0.95,0.92,5.23,Rain throughout the day.,1001.04,6.4,NA,1458018000,115,0.0501,51.02,0.84,49.16,58.41
forecast.io,hourly,2016-03-16 12:00,NA,rain,1,0.83,7.54,Light Rain and Windy,994.93,25.65,40.02,1458147600,292,0.0181,35.34,0.59,NA,NA
forecast.io,hourly,2016-03-15 20:00,NA,rain,0.94,0.91,3.88,Rain,998.22,4.99,52.18,1458090000,52,0.1114,49.7,0.81,NA,NA
forecast.io,hourly,2016-03-16 23:00,NA,rain,1,0.88,1.07,Light Rain,1002.28,18,36.27,1458187200,285,0.023,33.1,0.63,NA,NA
forecast.io,hourly,2016-03-16 19:00,NA,rain,1,0.84,4,Light Rain and Breezy,1000.49,20.88,38.55,1458172800,287,0.0403,34.27,0.7,NA,NA
forecast.io,hourly,2016-03-15 16:00,NA,rain,1,0.87,3.25,Light Rain,999.55,5.69,57.06,1458075600,114,0.0475,53.2,0.72,NA,NA
forecast.io,hourly,2016-03-16 05:00,NA,rain,1,0.9,5.82,Rain and Breezy,993.21,21.7,44.17,1458122400,309,0.1364,41.47,0.82,NA,NA
forecast.io,hourly,2016-03-15 12:00,NA,rain,0.99,0.9,4.23,Light Rain,1001.91,9.31,56.04,1458061200,138,0.0122,53.25,0.54,NA,NA
forecast.io,hourly,2016-03-16 21:00,NA,rain,1,0.86,2.17,Light Rain and Breezy,1001.85,19.75,37.53,1458180000,285,0.0284,33.62,0.65,NA,NA
