src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-23 12:00,-4,75,2,36,2,2,65,Mostly Cloudy with Scattered Snow Showers,Scattered Snow Showers,0.13,27,0.21,40,94,1013,0,1458752400
aeris,hourly,2016-03-22 03:00,0,0,4,39,4,4,75,Partly Cloudy,Partly Cloudy,0,6,0,110,61,1005,0,1458633600
aeris,hourly,2016-03-23 07:00,-3,28,0,32,0,0,82,Mostly Cloudy with Scattered Snow Showers,Scattered Snow Showers,0,24,0.13,50,93,1011,0,1458734400
aeris,hourly,2016-03-23 01:00,0,28,3,37,3,3,78,Cloudy with Chance of Light Rain,Scattered Showers,0,20,0.25,40,96,1008,0,1458712800
aeris,hourly,2016-03-21 23:00,0,0,6,43,6,6,67,Mostly Cloudy,Mostly Cloudy,0,13,0,140,72,1008,0,1458619200
aeris,hourly,2016-03-21 19:00,-1,0,9,48,9,9,47,Partly Cloudy,Partly Cloudy,0,13,0,140,64,1011,0,1458604800
aeris,hourly,2016-03-23 08:00,-3,75,0,32,0,0,78,Mostly Cloudy with Scattered Snow Showers,Scattered Snow Showers,0.13,25,0.21,50,93,1012,0,1458738000
aeris,hourly,2016-03-22 05:00,1,0,2,36,2,2,89,Partly Cloudy,Partly Cloudy,0,4,0,90,59,1004,0,1458640800
aeris,hourly,2016-03-23 14:00,-4,75,3,37,3,3,60,Mostly Cloudy with Light Rain,Light Rain,0,28,0.55,40,94,1013,0,1458759600
aeris,hourly,2016-03-23 04:00,-2,28,2,36,2,2,78,Cloudy with Chance of Light Wintry Mix,Scattered Wintry Mix,0,23,0.13,40,95,1009,0,1458723600
aeris,hourly,2016-03-22 12:00,2,7,8,46,8,8,65,Partly Cloudy,Partly Cloudy,0,12,0,20,61,1004,0,1458666000
aeris,hourly,2016-03-22 18:00,2,7,10,50,10,10,58,Mostly Cloudy,Mostly Cloudy,0,17,0,30,82,1004,0,1458687600
aeris,hourly,2016-03-22 17:00,2,7,11,52,11,11,57,Mostly Cloudy,Mostly Cloudy,0,14,0,30,78,1004,0,1458684000
aeris,hourly,2016-03-22 15:00,3,7,11,52,11,11,57,Mostly Cloudy,Mostly Cloudy,0,14,0,30,72,1003,0,1458676800
aeris,hourly,2016-03-22 13:00,3,7,10,50,10,10,61,Partly Cloudy,Partly Cloudy,0,13,0,20,60,1004,0,1458669600
aeris,hourly,2016-03-23 13:00,-4,75,3,37,3,3,61,Mostly Cloudy with Light Rain,Light Rain,0.13,27,0.21,40,94,1013,0,1458756000
aeris,hourly,2016-03-23 02:00,-1,28,3,37,3,3,79,Cloudy with Chance of Light Rain,Scattered Showers,0,23,0.13,40,96,1009,0,1458716400
aeris,hourly,2016-03-21 20:00,-1,0,7,45,7,7,56,Partly Cloudy,Partly Cloudy,0,13,0,140,68,1010,0,1458608400
aeris,hourly,2016-03-22 19:00,3,7,8,46,8,8,68,Mostly Cloudy with Isolated Showers,Isolated Showers,0,19,0,40,90,1005,0,1458691200
aeris,hourly,2016-03-23 06:00,-3,28,0,32,0,0,78,Mostly Cloudy with Scattered Snow Showers,Scattered Snow Showers,0,24,0.13,50,93,1010,0,1458730800
aeris,hourly,2016-03-23 11:00,-4,75,1,34,1,1,68,Mostly Cloudy with Scattered Snow Showers,Scattered Snow Showers,0.13,26,0.21,40,94,1013,0,1458748800
aeris,hourly,2016-03-22 11:00,2,7,7,45,7,7,70,Partly Cloudy,Partly Cloudy,0,12,0,20,62,1004,0,1458662400
aeris,hourly,2016-03-22 22:00,1,28,6,43,6,6,73,Mostly Cloudy with Scattered Showers,Scattered Showers,0,20,0.25,40,93,1008,0,1458702000
aeris,hourly,2016-03-23 05:00,-2,28,1,34,1,1,78,Mostly Cloudy with Scattered Snow Showers,Scattered Snow Showers,0,24,0.13,50,94,1010,0,1458727200
aeris,hourly,2016-03-23 09:00,-3,75,0,32,0,0,75,Mostly Cloudy with Scattered Snow Showers,Scattered Snow Showers,0.13,25,0.21,50,94,1012,0,1458741600
aeris,hourly,2016-03-22 08:00,1,7,2,36,2,2,89,Partly Cloudy,Partly Cloudy,0,6,0,30,59,1004,0,1458651600
aeris,hourly,2016-03-22 14:00,3,7,11,52,11,11,56,Partly Cloudy,Partly Cloudy,0,13,0,20,64,1003,0,1458673200
aeris,hourly,2016-03-21 22:00,0,0,6,43,6,6,65,Mostly Cloudy,Mostly Cloudy,0,13,0,140,75,1009,0,1458615600
aeris,hourly,2016-03-22 10:00,1,7,5,41,5,5,76,Partly Cloudy,Partly Cloudy,0,10,0,20,62,1004,0,1458658800
aeris,hourly,2016-03-23 18:00,-5,75,2,36,2,2,62,Mostly Cloudy with Light Rain,Light Rain,0,30,0.55,30,93,1013,0,1458774000
aeris,hourly,2016-03-22 16:00,2,7,11,52,11,11,54,Mostly Cloudy,Mostly Cloudy,0,14,0,30,76,1003,0,1458680400
aeris,hourly,2016-03-22 20:00,2,28,8,46,8,8,68,Mostly Cloudy with Isolated Showers,Isolated Showers,0,19,0.25,40,91,1006,0,1458694800
aeris,hourly,2016-03-23 17:00,-5,75,2,36,2,2,61,Mostly Cloudy with Light Rain,Light Rain,0,30,0.55,30,94,1013,0,1458770400
aeris,hourly,2016-03-22 01:00,0,0,5,41,5,5,70,Partly Cloudy,Partly Cloudy,0,10,0,130,65,1006,0,1458626400
aeris,hourly,2016-03-23 00:00,0,28,4,39,4,4,76,Cloudy with Chance of Light Rain,Scattered Showers,0,20,0.25,40,96,1008,0,1458709200
