src,type,key,precipAccumulation,precipType,cloudCover,humidity,visibility,summary,pressure,windSpeed,temperature,time,windBearing,precipIntensity,dewPoint,precipProbability,temperatureMin,temperatureMax
forecast.io,hourly,2016-03-28 12:00,NA,NA,0.05,0.58,10,Clear,1019.82,5.61,47.52,1459184400,182,0,33.3,0,NA,NA
forecast.io,daily,2016-03-31 00:00,NA,rain,1,0.82,NA,Light rain in the morning and evening and breezy in the morning.,999.61,13.68,NA,1459400400,353,0.0185,37.87,0.72,39.39,51.94
forecast.io,hourly,2016-03-27 22:00,NA,NA,0.26,0.82,9.19,Partly Cloudy,1017.41,3.75,38.7,1459134000,336,0,33.54,0,NA,NA
forecast.io,hourly,2016-03-29 18:00,NA,NA,0.91,0.46,10,Mostly Cloudy,1013.9,16.55,63.75,1459292400,163,0,42.59,0,NA,NA
forecast.io,hourly,2016-03-28 22:00,NA,NA,0.03,0.64,10,Clear,1020.48,6.08,47.31,1459220400,137,0,35.8,0,NA,NA
forecast.io,hourly,2016-03-29 04:00,NA,NA,0.31,0.8,10,Partly Cloudy,1021.59,7.78,40.58,1459242000,136,0,34.8,0,NA,NA
forecast.io,hourly,2016-03-29 15:00,NA,NA,0.76,0.41,10,Mostly Cloudy,1015.84,18.12,66.6,1459281600,163,0,42.34,0,NA,NA
forecast.io,hourly,2016-03-28 14:00,NA,NA,0.05,0.46,10,Clear,1019.22,6.4,53.89,1459191600,186,0,33.61,0,NA,NA
forecast.io,hourly,2016-03-28 02:00,NA,NA,0.29,0.92,8.49,Partly Cloudy,1018.2,1.27,34.17,1459148400,267,0,32.13,0,NA,NA
forecast.io,hourly,2016-03-29 07:00,NA,NA,0.62,0.81,10,Mostly Cloudy,1021.33,9.06,39.93,1459252800,131,0,34.51,0,NA,NA
forecast.io,hourly,2016-03-29 01:00,NA,NA,0.08,0.73,10,Clear,1021.52,7.26,42.83,1459231200,142,0,34.88,0,NA,NA
forecast.io,hourly,2016-03-28 05:00,NA,NA,0.51,0.94,8.51,Partly Cloudy,1019.22,1.83,32.33,1459159200,202,0,30.73,0,NA,NA
forecast.io,daily,2016-03-30 00:00,NA,rain,0.98,0.83,10,Light rain throughout the day.,1004.78,4.87,NA,1459314000,135,0.021,47.62,0.73,49.09,60.56
forecast.io,hourly,2016-03-28 08:00,NA,NA,0.73,0.89,8.66,Mostly Cloudy,1020,2.74,34.14,1459170000,184,0,31.32,0,NA,NA
forecast.io,hourly,2016-03-28 23:00,NA,NA,0.03,0.68,10,Clear,1020.93,6.65,45.2,1459224000,139,0,35.19,0,NA,NA
