src,type,key,precipAccumulation,precipType,cloudCover,humidity,visibility,summary,pressure,windSpeed,temperature,time,windBearing,precipIntensity,dewPoint,precipProbability,temperatureMin,temperatureMax
forecast.io,hourly,2016-03-14 09:00,NA,rain,0.99,0.97,7.42,Light Rain,1003.45,5.92,44.79,1457964000,154,0.0326,43.91,0.67,NA,NA
forecast.io,daily,2016-03-16 00:00,NA,rain,0.35,0.65,10,"Drizzle starting in the afternoon, continuing until evening.",999.88,13.09,NA,1458104400,253,0.003,34.47,0.27,39.78,57.49
forecast.io,hourly,2016-03-13 15:00,NA,rain,1,0.7,9.72,Overcast,1007.76,11.05,56.9,1457899200,143,0.001,47.17,0.01,NA,NA
forecast.io,hourly,2016-03-14 22:00,NA,rain,0.67,0.95,10,Mostly Cloudy,999.82,7.31,54.37,1458010800,139,0.0018,52.83,0.04,NA,NA
forecast.io,hourly,2016-03-13 20:00,NA,NA,0.99,0.82,5.67,Overcast,1006.11,7.96,50.62,1457917200,140,0,45.4,0,NA,NA
forecast.io,hourly,2016-03-13 10:00,NA,rain,1,0.8,6.95,Overcast,1011.08,11.06,48.75,1457881200,131,0.002,42.95,0.05,NA,NA
forecast.io,hourly,2016-03-13 23:00,NA,rain,0.99,0.88,5.84,Overcast,1006.09,7.12,47.82,1457928000,141,0.0009,44.4,0.01,NA,NA
forecast.io,hourly,2016-03-13 07:00,NA,rain,1,0.82,6.84,Overcast,1011.8,6.91,47.31,1457870400,127,0.0022,42.04,0.06,NA,NA
forecast.io,hourly,2016-03-14 12:00,NA,rain,1,0.91,10,Light Rain,1002.66,5.27,48.37,1457974800,159,0.0268,45.76,0.65,NA,NA
forecast.io,hourly,2016-03-15 01:00,NA,rain,0.95,0.97,10,Overcast,999.17,6.55,50.36,1458021600,145,0.0009,49.58,0.01,NA,NA
forecast.io,hourly,2016-03-14 21:00,NA,rain,0.72,0.92,10,Mostly Cloudy,999.7,7.07,55.98,1458007200,138,0.0015,53.74,0.03,NA,NA
forecast.io,hourly,2016-03-14 14:00,NA,rain,0.99,0.85,10,Light Rain,1001.6,5.56,54.12,1457982000,158,0.011,49.59,0.52,NA,NA
forecast.io,hourly,2016-03-14 01:00,NA,rain,0.99,0.9,5.72,Overcast,1005.53,7.11,47.44,1457935200,148,0.0012,44.56,0.02,NA,NA
forecast.io,hourly,2016-03-14 10:00,NA,rain,1,0.95,10,Light Rain,1003.31,5.75,45.46,1457967600,156,0.0411,44.2,0.7,NA,NA
forecast.io,hourly,2016-03-13 12:00,NA,rain,1,0.74,8.06,Overcast,1009.68,11.9,52.73,1457888400,137,0.0019,44.6,0.05,NA,NA
forecast.io,hourly,2016-03-13 08:00,NA,rain,1,0.82,6.64,Overcast,1011.62,7.73,47.89,1457874000,124,0.0014,42.76,0.03,NA,NA
