src,type,key,dewpoint,wdir,qpf,pop,condition,mslp,temp,sky,snow,humidity,wspd
wunder,hourly,2016-03-16 00:00,4,288,1,63,Rain,997,46,100,0,76,26
wunder,hourly,2016-03-14 14:00,10,147,0,15,Overcast,1004,53,87,0,89,6
wunder,hourly,2016-03-15 22:00,4,295,1,45,Chance of Rain,997,47,94,0,79,26
wunder,hourly,2016-03-14 20:00,10,113,0,15,Overcast,1003,55,80,0,82,16
wunder,hourly,2016-03-15 01:00,9,121,0,38,Chance of Rain,1003,51,76,0,90,18
wunder,hourly,2016-03-15 10:00,9,120,1,64,Rain,999,53,100,0,86,24
wunder,hourly,2016-03-15 21:00,6,293,1,46,Chance of Rain,997,48,94,0,79,26
wunder,hourly,2016-03-15 15:00,9,147,2,92,Thunderstorm,997,54,100,0,83,23
wunder,hourly,2016-03-15 17:00,8,223,2,75,Rain,996,53,100,0,81,26
wunder,hourly,2016-03-15 11:00,10,125,3,79,Rain,999,54,100,0,87,24
wunder,hourly,2016-03-15 23:00,4,286,1,65,Rain,997,46,100,0,79,24
wunder,hourly,2016-03-14 19:00,10,113,0,5,Mostly Cloudy,1002,57,74,0,78,18
wunder,hourly,2016-03-14 22:00,9,123,0,15,Mostly Cloudy,1003,53,75,0,85,16
wunder,hourly,2016-03-15 03:00,9,120,1,46,Chance of Rain,1001,51,83,0,92,19
wunder,hourly,2016-03-15 18:00,7,250,2,66,Rain,997,52,100,0,79,27
wunder,hourly,2016-03-14 16:00,10,125,0,15,Overcast,1003,56,94,0,82,10
wunder,hourly,2016-03-15 13:00,9,130,3,95,Rain,998,54,100,0,82,24
wunder,hourly,2016-03-15 00:00,9,123,0,39,Chance of Rain,1003,51,72,0,89,18
wunder,hourly,2016-03-15 06:00,8,119,1,54,Chance of Rain,1000,50,96,0,91,19
wunder,hourly,2016-03-15 16:00,9,183,2,76,Thunderstorm,996,54,99,0,83,24
wunder,hourly,2016-03-15 12:00,9,128,4,94,Rain,998,54,100,0,85,26
wunder,hourly,2016-03-14 21:00,9,116,0,15,Mostly Cloudy,1003,54,78,0,84,18
wunder,hourly,2016-03-14 18:00,10,116,0,4,Overcast,1002,58,86,0,74,13
wunder,hourly,2016-03-14 15:00,10,131,0,15,Overcast,1003,55,85,0,85,8
wunder,hourly,2016-03-15 14:00,9,132,3,91,Thunderstorm,997,54,100,0,83,24
wunder,hourly,2016-03-15 02:00,9,125,0,45,Chance of Rain,1002,51,80,0,91,19
wunder,hourly,2016-03-15 05:00,9,125,1,55,Chance of Rain,1000,50,90,0,90,23
wunder,hourly,2016-03-15 20:00,6,274,1,46,Chance of Rain,997,48,94,0,79,27
wunder,hourly,2016-03-15 08:00,8,113,1,59,Chance of Rain,1000,51,98,0,88,19
wunder,hourly,2016-03-14 17:00,9,120,0,15,Overcast,1003,58,93,0,72,13
wunder,hourly,2016-03-15 04:00,9,119,1,42,Chance of Rain,1001,50,85,0,92,24
wunder,hourly,2016-03-15 07:00,8,113,1,42,Chance of Rain,1000,50,98,0,90,19
wunder,hourly,2016-03-14 23:00,9,123,0,35,Chance of Rain,1003,52,66,0,88,18
wunder,hourly,2016-03-16 01:00,3,289,1,64,Rain,997,45,100,0,76,24
wunder,hourly,2016-03-15 19:00,6,269,1,59,Chance of Rain,997,49,95,0,79,29
wunder,hourly,2016-03-15 09:00,9,117,1,60,Rain,999,52,100,0,88,23
