src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-23 08:00,-3,95,1,34,1,1,79,Cloudy with Chance of Light Snow,Isolated Snow Showers,0.13,23,0.17,60,96,1015,0,1458738000
aeris,hourly,2016-03-24 19:00,-5,8,3,37,3,3,57,Sunny,Sunny,0,7,0,270,5,1013,0,1458864000
aeris,hourly,2016-03-24 14:00,-6,8,4,39,4,4,49,Mostly Sunny,Mostly Sunny,0,17,0,340,20,1013,0,1458846000
aeris,hourly,2016-03-24 23:00,-6,2,-1,30,-1,-1,70,Mostly Clear,Mostly Clear,0,8,0,180,7,1015,0,1458878400
aeris,hourly,2016-03-24 01:00,-5,93,-2,28,-2,-2,78,Cloudy with Light Snow Likely,Snow,0.68,26,0.47,20,97,1015,0,1458799200
aeris,hourly,2016-03-24 18:00,-5,8,4,39,4,4,52,Sunny,Sunny,0,9,0,270,6,1013,0,1458860400
aeris,hourly,2016-03-23 22:00,-4,93,-1,30,-1,-1,78,Cloudy with Light Snow,Light Snow,0.68,26,0.47,30,100,1015,0,1458788400
aeris,hourly,2016-03-24 07:00,-7,93,-4,25,-4,-4,78,Partly Cloudy,Partly Cloudy,0.22,23,0.17,10,68,1014,0,1458820800
aeris,hourly,2016-03-23 14:00,-5,95,2,36,2,2,61,Cloudy with Light Snow,Light Snow,0.3,27,0.59,50,98,1016,0,1458759600
aeris,hourly,2016-03-23 20:00,-3,93,0,32,0,0,78,Cloudy with Light Snow,Light Snow,0.68,27,0.47,40,99,1016,0,1458781200
aeris,hourly,2016-03-23 19:00,-3,95,1,34,1,1,76,Cloudy with Light Snow,Light Snow,0.3,27,0.59,40,98,1016,0,1458777600
aeris,hourly,2016-03-23 13:00,-4,95,3,37,3,3,59,Cloudy with Light Wintry Mix,Wintry Mix,0.13,27,0.17,50,98,1016,0,1458756000
aeris,hourly,2016-03-24 11:00,-7,8,-1,30,-1,-1,63,Partly Cloudy,Partly Cloudy,0,23,0,360,45,1014,0,1458835200
aeris,hourly,2016-03-24 13:00,-6,8,3,37,3,3,52,Mostly Sunny,Mostly Sunny,0,19,0,360,25,1013,0,1458842400
aeris,hourly,2016-03-23 18:00,-3,95,1,34,1,1,72,Cloudy with Light Snow,Light Snow,0.3,27,0.59,40,98,1016,0,1458774000
aeris,hourly,2016-03-25 06:00,-7,2,-4,25,-4,-4,85,Mostly Clear,Mostly Clear,0,12,0,170,27,1014,0,1458903600
aeris,hourly,2016-03-23 12:00,-4,95,2,36,2,2,61,Cloudy with Light Snow,Light Snow,0.13,27,0.17,50,98,1016,0,1458752400
aeris,hourly,2016-03-23 06:00,-2,11,1,34,1,1,82,Cloudy,Cloudy,0,19,0,60,100,1013,0,1458730800
aeris,hourly,2016-03-23 11:00,-4,95,2,36,2,2,64,Cloudy with Light Snow Likely,Snow,0.13,26,0.17,50,97,1016,0,1458748800
aeris,hourly,2016-03-24 17:00,-6,8,4,39,4,4,48,Sunny,Sunny,0,12,0,300,6,1013,0,1458856800
aeris,hourly,2016-03-24 00:00,-5,93,-2,28,-2,-2,81,Cloudy with Light Snow,Light Snow,0.68,26,0.47,30,98,1015,0,1458795600
aeris,hourly,2016-03-24 22:00,-6,2,0,32,0,0,68,Clear,Clear,0,7,0,220,6,1015,0,1458874800
aeris,hourly,2016-03-23 09:00,-3,95,1,34,1,1,75,Cloudy with Chance of Light Snow,Scattered Snow Showers,0.13,24,0.17,50,97,1015,0,1458741600
aeris,hourly,2016-03-25 05:00,-7,2,-4,25,-4,-4,81,Mostly Clear,Mostly Clear,0,12,0,170,24,1014,0,1458900000
aeris,hourly,2016-03-24 12:00,-7,8,1,34,1,1,56,Partly Cloudy,Partly Cloudy,0,20,0,360,32,1013,0,1458838800
aeris,hourly,2016-03-24 16:00,-6,8,5,41,5,5,48,Sunny,Sunny,0,13,0,310,6,1012,0,1458853200
