src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-28 12:00,1,0,10,50,10,10,52,Mostly Sunny,Mostly Sunny,0,7,0,190,9,1020,0,1459184400
aeris,hourly,2016-03-29 21:00,5,56,11,52,11,11,65,Mostly Cloudy with Scattered Showers,Scattered Showers,0,19,0.3,140,90,1014,0,1459303200
aeris,hourly,2016-03-27 22:00,1,0,4,39,4,4,82,Clear,Clear,0,4,0,350,0,1018,0,1459134000
aeris,hourly,2016-03-29 18:00,3,5,14,57,14,14,47,Mostly Cloudy,Mostly Cloudy,0,22,0,160,82,1014,0,1459292400
aeris,hourly,2016-03-28 22:00,2,0,8,46,8,8,68,Mostly Clear,Mostly Clear,0,6,0,130,7,1022,0,1459220400
aeris,hourly,2016-03-29 04:00,1,0,3,37,3,3,85,Mostly Clear,Mostly Clear,0,7,0,120,22,1022,0,1459242000
aeris,hourly,2016-03-29 15:00,2,5,16,61,16,16,40,Partly Cloudy,Partly Cloudy,0,24,0,160,68,1016,0,1459281600
aeris,hourly,2016-03-28 14:00,0,0,13,55,13,13,42,Sunny,Sunny,0,10,0,190,5,1019,0,1459191600
aeris,hourly,2016-03-28 02:00,0,0,2,36,2,2,89,Mostly Clear,Mostly Clear,0,1,0,270,7,1018,0,1459148400
aeris,hourly,2016-03-29 07:00,1,0,3,37,3,3,88,Partly Cloudy,Partly Cloudy,0,10,0,130,34,1022,0,1459252800
aeris,hourly,2016-03-29 01:00,2,0,4,39,4,4,82,Mostly Clear,Mostly Clear,0,7,0,130,11,1022,0,1459231200
aeris,hourly,2016-03-28 05:00,-1,0,1,34,1,1,88,Mostly Clear,Mostly Clear,0,1,0,210,30,1019,0,1459159200
aeris,hourly,2016-03-28 08:00,-1,0,1,34,1,1,89,Partly Cloudy,Partly Cloudy,0,1,0,180,38,1020,0,1459170000
aeris,hourly,2016-03-28 23:00,2,0,6,43,6,6,73,Mostly Clear,Mostly Clear,0,6,0,130,8,1022,0,1459224000
aeris,hourly,2016-03-28 21:00,2,0,9,48,9,9,63,Clear,Clear,0,6,0,130,5,1021,0,1459216800
aeris,hourly,2016-03-27 23:00,0,0,3,37,3,3,82,Clear,Clear,0,1,0,350,1,1018,0,1459137600
aeris,hourly,2016-03-29 17:00,2,5,15,59,15,15,42,Mostly Cloudy,Mostly Cloudy,0,23,0,160,78,1015,0,1459288800
aeris,hourly,2016-03-28 04:00,-1,0,1,34,1,1,89,Mostly Clear,Mostly Clear,0,1,0,230,21,1019,0,1459155600
aeris,hourly,2016-03-29 12:00,2,5,13,55,13,13,51,Partly Cloudy,Partly Cloudy,0,22,0,160,55,1019,0,1459270800
