src,type,key,dewpoint,wdir,qpf,pop,condition,mslp,temp,sky,snow,humidity,wspd
wunder,hourly,2016-03-10 11:00,0,285,0,2,Partly Cloudy,1024,43,32,0,66,8
wunder,hourly,2016-03-10 23:00,-1,161,0,0,Clear,1026,40,0,0,70,5
wunder,hourly,2016-03-11 06:00,-1,149,0,0,Clear,1027,35,0,0,81,10
wunder,hourly,2016-03-09 22:00,2,298,0,0,Overcast,1018,38,100,0,89,11
wunder,hourly,2016-03-11 01:00,-1,161,0,0,Clear,1026,37,0,0,76,6
wunder,hourly,2016-03-10 22:00,0,162,0,0,Clear,1026,42,0,0,67,3
wunder,hourly,2016-03-10 17:00,0,270,0,0,Clear,1023,48,0,0,53,8
wunder,hourly,2016-03-10 09:00,0,320,0,3,Partly Cloudy,1023,38,54,0,78,8
wunder,hourly,2016-03-10 04:00,1,318,0,4,Partly Cloudy,1021,35,56,0,91,8
wunder,hourly,2016-03-11 07:00,-1,152,0,0,Clear,1027,37,1,0,75,11
wunder,hourly,2016-03-10 01:00,2,306,0,0,Mostly Cloudy,1020,37,62,0,92,6
wunder,hourly,2016-03-10 03:00,1,311,0,3,Partly Cloudy,1020,35,57,0,92,6
wunder,hourly,2016-03-11 03:00,-1,154,0,0,Clear,1026,36,0,0,76,6
wunder,hourly,2016-03-10 05:00,0,316,0,5,Partly Cloudy,1021,34,53,0,91,8
wunder,hourly,2016-03-11 08:00,-1,156,0,0,Clear,1027,40,2,0,67,14
wunder,hourly,2016-03-09 23:00,2,308,0,0,Overcast,1019,37,99,0,90,11
wunder,hourly,2016-03-10 07:00,-1,332,0,4,Partly Cloudy,1022,35,55,0,87,6
wunder,hourly,2016-03-10 02:00,1,305,0,2,Partly Cloudy,1020,36,58,0,93,6
wunder,hourly,2016-03-10 06:00,-1,323,0,4,Partly Cloudy,1021,34,54,0,91,8
wunder,hourly,2016-03-09 21:00,2,290,0,0,Overcast,1018,39,100,0,90,11
wunder,hourly,2016-03-11 05:00,-1,148,0,0,Clear,1027,35,0,0,80,8
wunder,hourly,2016-03-10 00:00,2,310,0,0,Overcast,1019,36,87,0,93,8
wunder,hourly,2016-03-10 20:00,0,211,0,0,Clear,1025,44,0,0,62,5
wunder,hourly,2016-03-10 13:00,0,283,0,0,Clear,1023,47,5,0,56,8
wunder,hourly,2016-03-10 19:00,0,263,0,0,Clear,1024,46,0,0,59,5
wunder,hourly,2016-03-11 00:00,-1,164,0,0,Clear,1026,38,0,0,73,5
wunder,hourly,2016-03-10 16:00,-1,288,0,0,Clear,1023,49,0,0,49,8
wunder,hourly,2016-03-10 14:00,-1,291,0,0,Clear,1023,49,2,0,50,8
wunder,hourly,2016-03-10 12:00,0,294,0,1,Clear,1023,45,20,0,60,8
wunder,hourly,2016-03-11 04:00,-1,148,0,0,Clear,1026,36,0,0,78,6
wunder,hourly,2016-03-11 02:00,-1,158,0,0,Clear,1026,36,0,0,78,6
wunder,hourly,2016-03-10 18:00,0,270,0,0,Clear,1024,46,0,0,57,6
wunder,hourly,2016-03-10 08:00,0,325,0,4,Partly Cloudy,1023,36,57,0,85,8
wunder,hourly,2016-03-10 10:00,0,327,0,3,Partly Cloudy,1024,40,39,0,73,8
wunder,hourly,2016-03-10 21:00,0,172,0,0,Clear,1026,43,0,0,65,3
wunder,hourly,2016-03-10 15:00,-1,285,0,0,Clear,1023,49,0,0,48,8
