src,type,key,dewpoint,wdir,qpf,pop,condition,mslp,temp,sky,snow,humidity,wspd
wunder,hourly,2016-03-18 19:00,-2,35,0,41,Snow Showers,1022,37,95,3,70,16
wunder,hourly,2016-03-18 22:00,-4,37,0,47,Snow Showers,1023,33,96,0,72,14
wunder,hourly,2016-03-19 18:00,-4,353,0,0,Mostly Cloudy,1026,39,72,0,55,13
wunder,hourly,2016-03-18 21:00,-3,36,0,39,Snow Showers,1023,34,97,3,72,14
wunder,hourly,2016-03-19 16:00,-5,5,0,15,Overcast,1026,39,90,0,52,13
wunder,hourly,2016-03-19 10:00,-4,51,0,15,Overcast,1026,33,93,0,74,11
wunder,hourly,2016-03-19 20:00,-4,345,0,1,Mostly Cloudy,1027,36,60,0,61,10
wunder,hourly,2016-03-18 15:00,-4,35,0,34,Snow,1021,38,99,0,60,13
wunder,hourly,2016-03-19 03:00,-4,32,0,34,Snow Showers,1024,30,94,0,77,13
wunder,hourly,2016-03-19 09:00,-3,45,0,15,Overcast,1026,31,94,0,80,11
wunder,hourly,2016-03-19 06:00,-4,35,0,47,Snow Showers,1024,30,93,0,78,13
wunder,hourly,2016-03-19 04:00,-4,32,0,37,Snow Showers,1024,30,93,0,77,13
wunder,hourly,2016-03-19 02:00,-4,38,0,31,Snow Showers,1024,31,98,0,76,13
wunder,hourly,2016-03-19 19:00,-4,348,0,0,Mostly Cloudy,1026,38,70,0,57,11
wunder,hourly,2016-03-19 08:00,-4,42,0,15,Overcast,1025,30,94,0,80,11
wunder,hourly,2016-03-18 17:00,-2,34,0,46,Chance of Rain,1021,37,96,0,67,13
wunder,hourly,2016-03-19 00:00,-4,37,0,38,Snow Showers,1024,32,99,0,73,14
wunder,hourly,2016-03-18 14:00,-4,31,0,33,Snow Showers,1021,36,99,0,63,8
wunder,hourly,2016-03-19 17:00,-5,357,0,15,Overcast,1026,39,85,0,52,13
wunder,hourly,2016-03-18 12:00,-4,44,0,15,Overcast,1021,35,99,0,68,6
wunder,hourly,2016-03-19 05:00,-4,33,0,48,Snow Showers,1024,30,93,0,79,13
wunder,hourly,2016-03-19 01:00,-4,37,0,38,Snow Showers,1024,31,100,0,74,14
wunder,hourly,2016-03-18 23:00,-4,38,0,37,Snow Showers,1023,32,96,0,72,14
wunder,hourly,2016-03-19 07:00,-4,39,0,31,Snow Showers,1025,30,93,0,80,13
wunder,hourly,2016-03-18 16:00,-3,36,0,12,Overcast,1021,38,98,0,63,13
wunder,hourly,2016-03-19 23:00,-4,345,0,2,Partly Cloudy,1028,32,43,0,71,11
wunder,hourly,2016-03-19 14:00,-4,30,0,15,Overcast,1026,38,94,0,57,11
wunder,hourly,2016-03-19 11:00,-4,61,0,15,Mostly Cloudy,1026,34,79,0,67,13
wunder,hourly,2016-03-19 13:00,-4,54,0,15,Overcast,1026,37,97,0,59,11
wunder,hourly,2016-03-19 15:00,-5,18,0,15,Overcast,1026,38,92,0,54,11
wunder,hourly,2016-03-19 21:00,-4,346,0,2,Partly Cloudy,1027,35,54,0,64,11
wunder,hourly,2016-03-18 20:00,-3,32,0,46,Snow Showers,1022,35,99,3,71,14
wunder,hourly,2016-03-18 13:00,-4,37,0,32,Snow Showers,1021,36,99,0,64,6
wunder,hourly,2016-03-18 18:00,-2,35,0,39,Snow,1021,37,95,0,69,16
wunder,hourly,2016-03-19 22:00,-4,344,0,2,Partly Cloudy,1028,33,47,0,68,11
wunder,hourly,2016-03-19 12:00,-4,61,0,15,Overcast,1026,36,80,0,61,11
