src,type,key,dewpoint,wdir,qpf,pop,condition,mslp,temp,sky,snow,humidity,wspd
wunder,hourly,2016-03-27 12:00,1,324,0,3,Overcast,1017,42,87,0,70,18
wunder,hourly,2016-03-27 14:00,1,324,0,2,Mostly Cloudy,1016,45,77,0,61,19
wunder,hourly,2016-03-28 12:00,-2,240,0,0,Clear,1019,50,5,0,43,10
wunder,hourly,2016-03-27 22:00,-1,277,0,2,Clear,1017,40,0,0,71,5
wunder,hourly,2016-03-27 16:00,-1,322,0,1,Partly Cloudy,1016,48,52,0,53,16
wunder,hourly,2016-03-28 02:00,-1,231,0,1,Clear,1017,37,7,0,76,5
wunder,hourly,2016-03-27 09:00,1,327,0,18,Overcast,1017,38,99,0,85,16
wunder,hourly,2016-03-28 05:00,-2,236,0,1,Clear,1017,35,28,0,80,5
wunder,hourly,2016-03-27 13:00,1,328,0,2,Overcast,1017,44,89,0,66,19
wunder,hourly,2016-03-28 08:00,-2,253,0,0,Clear,1018,36,25,0,72,5
wunder,hourly,2016-03-27 17:00,-1,314,0,0,Partly Cloudy,1016,48,38,0,53,14
wunder,hourly,2016-03-27 23:00,-1,256,0,2,Clear,1017,39,0,0,72,5
wunder,hourly,2016-03-28 04:00,-2,241,0,1,Clear,1017,35,22,0,78,5
wunder,hourly,2016-03-28 07:00,-2,251,0,0,Partly Cloudy,1018,34,32,0,78,5
wunder,hourly,2016-03-27 11:00,1,322,0,15,Overcast,1017,41,97,0,73,16
wunder,hourly,2016-03-27 06:00,2,324,1,74,Rain,1015,39,100,0,89,13
wunder,hourly,2016-03-27 03:00,4,356,1,61,Chance of Rain,1016,41,100,0,93,8
wunder,hourly,2016-03-28 09:00,-1,261,0,0,Clear,1019,40,16,0,66,6
wunder,hourly,2016-03-27 01:00,4,92,0,56,Chance of Rain,1016,42,100,0,94,8
wunder,hourly,2016-03-27 07:00,1,325,0,52,Chance of Rain,1015,37,97,0,88,14
wunder,hourly,2016-03-27 21:00,0,287,0,1,Clear,1017,41,4,0,69,5
wunder,hourly,2016-03-27 19:00,0,299,0,1,Clear,1016,46,11,0,59,8
wunder,hourly,2016-03-27 05:00,3,324,1,70,Chance of Rain,1015,40,99,0,92,8
wunder,hourly,2016-03-28 01:00,-1,226,0,2,Clear,1017,37,1,0,75,3
wunder,hourly,2016-03-28 10:00,-1,250,0,1,Clear,1019,44,13,0,59,8
wunder,hourly,2016-03-27 20:00,1,284,0,1,Clear,1016,44,13,0,66,6
wunder,hourly,2016-03-28 11:00,-2,245,0,0,Clear,1019,47,9,0,50,8
wunder,hourly,2016-03-27 04:00,4,330,1,62,Chance of Rain,1015,40,100,0,93,8
wunder,hourly,2016-03-28 03:00,-1,233,0,1,Clear,1017,36,19,0,78,3
wunder,hourly,2016-03-27 02:00,4,60,0,52,Chance of Rain,1016,42,100,0,95,6
wunder,hourly,2016-03-27 18:00,-1,310,0,0,Clear,1016,48,29,0,53,11
wunder,hourly,2016-03-27 08:00,1,327,0,16,Overcast,1016,37,99,0,90,14
wunder,hourly,2016-03-28 00:00,-1,238,0,2,Clear,1017,38,0,0,73,3
wunder,hourly,2016-03-27 15:00,0,327,0,1,Mostly Cloudy,1016,47,61,0,55,18
wunder,hourly,2016-03-28 06:00,-2,245,0,1,Partly Cloudy,1018,34,30,0,80,5
wunder,hourly,2016-03-27 10:00,1,327,0,19,Overcast,1017,39,99,0,81,18
