src,type,key,precipAccumulation,precipType,cloudCover,humidity,visibility,summary,pressure,windSpeed,temperature,time,windBearing,precipIntensity,dewPoint,precipProbability,temperatureMin,temperatureMax
forecast.io,hourly,2016-03-27 12:00,NA,NA,0.9,0.74,9.93,Mostly Cloudy,1016.62,11.38,41.69,1459098000,321,0,34.14,0,NA,NA
forecast.io,hourly,2016-03-27 14:00,NA,NA,0.56,0.67,10,Partly Cloudy,1015.95,11.89,44.9,1459105200,319,0,34.59,0,NA,NA
forecast.io,hourly,2016-03-28 12:00,NA,NA,0.54,0.52,10,Partly Cloudy,1018,4.87,49.29,1459184400,209,0,32.56,0,NA,NA
forecast.io,daily,2016-03-31 00:00,NA,rain,0.91,0.75,NA,Mixed precipitation until afternoon.,1000.37,13.25,NA,1459400400,329,0.0071,33.13,0.56,34.78,48.97
forecast.io,hourly,2016-03-27 22:00,NA,NA,0,0.77,10,Clear,1017.09,1.37,41,1459134000,316,0,34.23,0,NA,NA
forecast.io,daily,2016-04-02 00:00,0.268,snow,0.74,0.52,NA,Windy in the morning and mostly cloudy throughout the day.,1012.3,23.65,NA,1459573200,314,0.0011,10.99,0.05,14.72,38.54
forecast.io,current,2016-03-26 15:58,NA,NA,0.76,0.72,9.26,Mostly Cloudy,1016.03,3.38,49.86,1459025913,104,0,41.13,0,NA,NA
forecast.io,daily,2016-04-01 00:00,NA,rain,0.67,0.66,NA,Mostly cloudy throughout the day and breezy overnight.,1009.11,14.16,NA,1459486800,299,0.0011,25.25,0.05,29.39,44.71
forecast.io,hourly,2016-03-26 22:00,NA,rain,1,0.86,5.82,Light Rain,1016.39,4.65,44.55,1459047600,72,0.029,40.56,0.66,NA,NA
forecast.io,hourly,2016-03-27 16:00,NA,NA,0.48,0.63,10,Partly Cloudy,1015.11,11.84,49.03,1459112400,322,0,37.1,0,NA,NA
forecast.io,hourly,2016-03-28 14:00,NA,NA,0.34,0.43,10,Partly Cloudy,1017.45,4.5,55.81,1459191600,213,0,33.74,0,NA,NA
forecast.io,hourly,2016-03-28 02:00,NA,NA,0.04,0.85,10,Clear,1017.16,3.41,36.24,1459148400,215,0,32.12,0,NA,NA
forecast.io,hourly,2016-03-27 09:00,NA,rain,1,0.87,6.26,Overcast,1016.27,10.77,38.78,1459087200,326,0.0044,35.34,0.18,NA,NA
forecast.io,hourly,2016-03-28 05:00,NA,NA,0.37,0.91,10,Partly Cloudy,1017.32,3.53,33.43,1459159200,207,0,31.08,0,NA,NA
