src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-27 12:00,-1,9,5,41,5,5,68,Partly Cloudy,Partly Cloudy,0,14,0,320,44,1017,0,1459098000
aeris,hourly,2016-03-27 14:00,-1,9,7,45,7,7,56,Mostly Sunny,Mostly Sunny,0,13,0,310,29,1017,0,1459105200
aeris,hourly,2016-03-26 09:00,2,67,4,39,4,4,89,Cloudy with Chance of Light Rain,Scattered Showers,0,7,0.38,150,99,1017,0,1459000800
aeris,hourly,2016-03-26 13:00,5,67,8,46,8,8,77,Cloudy with Chance of Light Rain,Scattered Showers,0,7,0.38,130,99,1016,0,1459015200
aeris,hourly,2016-03-26 03:00,2,51,4,39,4,4,88,Cloudy with Chance of Light Rain,Scattered Showers,0,7,0.38,150,97,1015,0,1458979200
aeris,hourly,2016-03-26 14:00,5,67,9,48,9,9,74,Cloudy with Chance of Light Rain,Scattered Showers,0,7,0.81,110,99,1016,0,1459018800
aeris,hourly,2016-03-26 22:00,3,73,5,41,5,5,85,Cloudy with Light Rain Likely,Rain,0,10,0.59,50,98,1016,0,1459047600
aeris,hourly,2016-03-27 16:00,-1,9,9,48,9,9,49,Mostly Sunny,Mostly Sunny,0,13,0,310,14,1017,0,1459112400
aeris,hourly,2016-03-27 09:00,-1,9,1,34,1,1,85,Partly Cloudy,Partly Cloudy,0,14,0,330,65,1016,0,1459087200
aeris,hourly,2016-03-26 06:00,2,51,3,37,3,3,92,Cloudy with Chance of Light Rain,Scattered Showers,0,7,0.38,150,99,1016,0,1458990000
aeris,hourly,2016-03-26 12:00,4,67,7,45,7,7,80,Cloudy with Chance of Light Rain,Scattered Showers,0,7,0.38,130,99,1017,0,1459011600
aeris,hourly,2016-03-27 13:00,-1,9,6,43,6,6,60,Partly Cloudy,Partly Cloudy,0,13,0,320,37,1017,0,1459101600
aeris,hourly,2016-03-26 16:00,4,67,9,48,9,9,71,Cloudy with Light Rain Likely,Rain,0,12,0.81,60,100,1016,0,1459026000
aeris,hourly,2016-03-27 17:00,-1,9,8,46,8,8,53,Mostly Sunny,Mostly Sunny,0,12,0,290,12,1017,0,1459116000
aeris,hourly,2016-03-26 02:00,2,51,4,39,4,4,86,Cloudy with Chance of Light Rain,Scattered Showers,0,7,0.38,150,97,1015,0,1458975600
aeris,hourly,2016-03-26 04:00,2,51,3,37,3,3,93,Cloudy with Chance of Light Rain,Scattered Showers,0,7,0.38,150,97,1015,0,1458982800
aeris,hourly,2016-03-27 22:00,-1,2,4,39,4,4,72,Mostly Clear,Mostly Clear,0,6,0,220,11,1019,0,1459134000
