src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-16 20:00,1,59,5,41,5,5,70,Mostly Cloudy with Scattered Showers,Scattered Showers,0,32,0.38,310,92,1003,0,1458176400
aeris,hourly,2016-03-16 00:00,4,87,9,48,9,9,74,Mostly Cloudy with Showers,Showers,0,24,2.16,340,93,997,0,1458104400
aeris,hourly,2016-03-17 07:00,0,59,2,36,2,2,88,Mostly Cloudy with Light Snow,Light Snow,0.05,24,0.34,320,91,1007,0,1458216000
aeris,hourly,2016-03-16 09:00,2,86,4,39,4,4,82,Mostly Cloudy with Light Rain,Light Rain,0,33,0.64,320,94,993,0,1458136800
aeris,hourly,2016-03-17 10:00,0,55,2,36,2,2,85,Mostly Cloudy with Light Snow,Light Snow,0.13,24,0.21,340,94,1010,0,1458226800
aeris,hourly,2016-03-17 08:00,0,55,2,36,2,2,87,Mostly Cloudy with Light Snow,Light Snow,0.13,24,0.21,340,92,1008,0,1458219600
aeris,hourly,2016-03-16 06:00,2,87,5,41,5,5,82,Mostly Cloudy with Rain,Rain,0,32,1.27,300,88,992,0,1458126000
aeris,hourly,2016-03-16 11:00,2,86,5,41,5,5,79,Mostly Cloudy with Light Rain,Light Rain,0,37,0.64,320,92,995,0,1458144000
aeris,hourly,2016-03-17 02:00,0,59,4,39,4,4,72,Mostly Cloudy with Light Rain Likely,Rain,0.05,26,0.34,310,90,1005,0,1458198000
aeris,hourly,2016-03-17 16:00,-1,55,5,41,5,5,68,Mostly Cloudy with Light Rain Likely,Rain,0,23,0.13,340,94,1012,0,1458248400
aeris,hourly,2016-03-16 14:00,2,86,7,45,7,7,70,Mostly Cloudy with Light Rain,Light Rain,0,39,0.51,310,90,998,0,1458154800
aeris,hourly,2016-03-15 17:00,8,97,13,55,13,13,69,Mostly Cloudy with Scattered Showers,Scattered Showers,0,17,2.46,90,92,1001,0,1458079200
aeris,hourly,2016-03-17 12:00,0,55,3,37,3,3,77,Cloudy with Light Snow Likely,Snow,0.13,24,0.21,340,95,1011,0,1458234000
aeris,hourly,2016-03-16 10:00,2,86,5,41,5,5,79,Mostly Cloudy with Light Rain,Light Rain,0,36,0.64,320,93,994,0,1458140400
aeris,hourly,2016-03-15 23:00,5,87,9,48,9,9,74,Mostly Cloudy with Showers,Showers,0,23,2.16,340,94,998,0,1458100800
aeris,hourly,2016-03-16 19:00,1,86,5,41,5,5,73,Mostly Cloudy with Scattered Showers,Scattered Showers,0,36,0.51,310,92,1002,0,1458172800
aeris,hourly,2016-03-17 06:00,0,59,2,36,2,2,84,Mostly Cloudy with Light Rain Likely,Rain,0.05,24,0.34,320,91,1007,0,1458212400
aeris,hourly,2016-03-17 00:00,0,59,5,41,5,5,67,Mostly Cloudy with Scattered Showers,Scattered Showers,0,30,0.38,300,90,1005,0,1458190800
aeris,hourly,2016-03-17 05:00,0,59,3,37,3,3,80,Mostly Cloudy with Light Rain Likely,Rain,0.05,24,0.34,320,91,1006,0,1458208800
aeris,hourly,2016-03-15 18:00,7,97,12,54,12,12,72,Cloudy with Showers Likely,Showers,0,19,2.46,80,95,1001,0,1458082800
aeris,hourly,2016-03-16 12:00,2,86,6,43,6,6,76,Mostly Cloudy with Light Rain,Light Rain,0,37,0.64,320,91,996,0,1458147600
aeris,hourly,2016-03-15 20:00,6,87,11,52,11,11,69,Cloudy with Showers,Showers,0,19,2.16,60,96,1000,0,1458090000
