src,type,key,precipAccumulation,precipType,cloudCover,humidity,visibility,summary,pressure,windSpeed,temperature,time,windBearing,precipIntensity,dewPoint,precipProbability,temperatureMin,temperatureMax
forecast.io,hourly,2016-03-14 09:00,NA,rain,1,0.94,3.63,Light Rain,1004.5,3.52,48.86,1457964000,165,0.0108,47.19,0.52,NA,NA
forecast.io,daily,2016-03-16 00:00,NA,rain,0.66,0.75,10,"Drizzle starting in the afternoon, continuing until evening.",1003.55,10.34,NA,1458104400,277,0.0028,36.76,0.42,38.56,51.57
forecast.io,hourly,2016-03-14 14:00,NA,NA,0.95,0.8,8.23,Overcast,1003.63,3.73,57.85,1457982000,165,0,51.67,0,NA,NA
forecast.io,hourly,2016-03-15 22:00,NA,rain,0.93,0.87,10,Drizzle,999.63,8.8,45.21,1458097200,266,0.006,41.57,0.28,NA,NA
forecast.io,hourly,2016-03-14 11:00,NA,rain,0.99,0.89,4.75,Overcast,1004.33,4.28,50.6,1457971200,173,0.0031,47.52,0.1,NA,NA
forecast.io,daily,2016-03-14 00:00,NA,rain,0.95,0.87,6.97,Light rain in the morning and overnight.,1003.89,4.62,NA,1457931600,148,0.0029,50.16,0.56,47.64,63.35
forecast.io,hourly,2016-03-14 20:00,NA,NA,0.87,0.87,8.03,Mostly Cloudy,1002.47,6.04,59.18,1458003600,122,0,55.24,0,NA,NA
forecast.io,hourly,2016-03-16 06:00,NA,rain,0.5,0.89,10,Partly Cloudy,1001.89,9.46,38.79,1458126000,272,0.0019,35.75,0.05,NA,NA
forecast.io,hourly,2016-03-15 01:00,NA,rain,0.99,0.93,9.04,Light Rain,1002.09,7.22,52.89,1458021600,128,0.0148,50.91,0.56,NA,NA
forecast.io,hourly,2016-03-15 10:00,NA,rain,1,0.95,9.23,Light Rain,998.75,12.27,53.48,1458054000,113,0.0128,51.99,0.54,NA,NA
forecast.io,hourly,2016-03-15 21:00,NA,rain,0.95,0.87,10,Drizzle,998.99,8.04,46.31,1458093600,262,0.0086,42.52,0.45,NA,NA
forecast.io,hourly,2016-03-15 15:00,NA,rain,1,0.89,7.5,Rain,994.83,9.78,55.6,1458072000,109,0.074,52.4,0.77,NA,NA
forecast.io,hourly,2016-03-15 17:00,NA,rain,0.97,0.87,10,Light Rain,995.1,3.02,51.49,1458079200,173,0.0344,47.78,0.68,NA,NA
forecast.io,hourly,2016-03-15 11:00,NA,rain,1,0.93,8.11,Light Rain,997.8,13.79,54.49,1458057600,106,0.0464,52.63,0.71,NA,NA
forecast.io,hourly,2016-03-15 23:00,NA,rain,0.87,0.87,10,Mostly Cloudy,1000.03,9.52,44.16,1458100800,267,0.0042,40.39,0.16,NA,NA
forecast.io,hourly,2016-03-14 13:00,NA,NA,0.97,0.83,7.52,Overcast,1003.87,4.4,55.36,1457978400,173,0,50.3,0,NA,NA
forecast.io,hourly,2016-03-14 19:00,NA,NA,0.9,0.83,8.1,Mostly Cloudy,1002.27,6.32,60.95,1458000000,119,0,55.85,0,NA,NA
forecast.io,hourly,2016-03-14 22:00,NA,NA,0.82,0.92,6.58,Mostly Cloudy,1003.05,7.53,56.36,1458010800,136,0,53.93,0,NA,NA
forecast.io,daily,2016-03-17 00:00,NA,rain,0.85,0.78,10,Mostly cloudy throughout the day.,1012.49,5.68,NA,1458190800,23,0.0014,34.05,0.16,34.82,51.34
forecast.io,hourly,2016-03-15 03:00,NA,rain,1,0.94,5.53,Light Rain,1001.08,7.68,51.56,1458028800,120,0.0095,49.92,0.5,NA,NA
forecast.io,hourly,2016-03-14 10:00,NA,rain,0.99,0.92,4.35,Overcast,1004.48,4.09,49.58,1457967600,168,0.0023,47.41,0.06,NA,NA
forecast.io,hourly,2016-03-15 18:00,NA,rain,0.95,0.86,10,Light Rain,996,4.2,49.48,1458082800,229,0.0249,45.47,0.64,NA,NA
forecast.io,hourly,2016-03-14 16:00,NA,NA,0.92,0.77,8.37,Mostly Cloudy,1003.05,4.69,62.39,1457989200,141,0,54.99,0,NA,NA
forecast.io,hourly,2016-03-15 13:00,NA,rain,1,0.9,2.5,Rain,995.89,13.93,55.97,1458064800,93,0.1149,53.23,0.81,NA,NA
forecast.io,hourly,2016-03-14 06:00,NA,rain,1,0.94,4.97,Overcast,1004.49,3.82,48.23,1457953200,166,0.0016,46.58,0.03,NA,NA
forecast.io,daily,2016-03-15 00:00,NA,rain,0.98,0.91,7.16,Rain throughout the day.,998.5,5.84,NA,1458018000,123,0.028,48.92,0.81,44.16,56.31
forecast.io,daily,2016-03-19 00:00,NA,rain,0.59,0.69,NA,Partly cloudy throughout the day.,1020.17,7.47,NA,1458363600,331,0.0013,27.41,0.14,31.97,44.85
forecast.io,hourly,2016-03-15 06:00,NA,rain,0.99,0.95,2.82,Overcast,999.62,9.8,50.74,1458039600,117,0.0042,49.26,0.16,NA,NA
forecast.io,hourly,2016-03-15 16:00,NA,rain,0.99,0.88,10,Light Rain,994.68,6.18,53.68,1458075600,123,0.0479,50.28,0.72,NA,NA
forecast.io,hourly,2016-03-16 05:00,NA,rain,0.55,0.88,10,Partly Cloudy,1001.37,9.55,39.65,1458122400,268,0.002,36.32,0.05,NA,NA
forecast.io,hourly,2016-03-15 12:00,NA,rain,1,0.92,4.47,Rain,996.67,14.19,55.53,1458061200,98,0.0901,53.2,0.79,NA,NA
forecast.io,hourly,2016-03-14 21:00,NA,NA,0.83,0.9,8.07,Mostly Cloudy,1002.85,6.49,57.38,1458007200,132,0,54.48,0,NA,NA
forecast.io,hourly,2016-03-14 18:00,NA,NA,0.91,0.8,8.32,Mostly Cloudy,1002.41,5.72,62.5,1457996400,129,0,56.25,0,NA,NA
forecast.io,hourly,2016-03-14 15:00,NA,NA,0.93,0.78,8.47,Mostly Cloudy,1003.34,4.43,60.38,1457985600,152,0,53.49,0,NA,NA
forecast.io,hourly,2016-03-15 14:00,NA,rain,1,0.9,4.16,Rain,995.3,12.51,56.31,1458068400,101,0.1039,53.3,0.8,NA,NA
forecast.io,hourly,2016-03-15 02:00,NA,rain,1,0.93,8.03,Light Rain,1001.55,7.81,52.06,1458025200,125,0.0143,50.24,0.56,NA,NA
forecast.io,hourly,2016-03-14 07:00,NA,rain,1,0.95,3.48,Overcast,1004.4,3.38,47.64,1457956800,157,0.0029,46.32,0.11,NA,NA
forecast.io,hourly,2016-03-16 02:00,NA,rain,0.68,0.86,10,Mostly Cloudy,1000.62,10.6,42.07,1458111600,266,0.0023,38.05,0.06,NA,NA
forecast.io,hourly,2016-03-15 05:00,NA,rain,0.99,0.94,3.13,Overcast,1000.11,9.39,50.86,1458036000,117,0.004,49.12,0.15,NA,NA
forecast.io,hourly,2016-03-15 20:00,NA,rain,0.94,0.86,10,Light Rain,998.17,7.18,47.28,1458090000,255,0.012,43.23,0.53,NA,NA
forecast.io,hourly,2016-03-15 08:00,NA,rain,1,0.96,4.27,Overcast,999.05,11.04,51.59,1458046800,115,0.0036,50.5,0.13,NA,NA
forecast.io,current,2016-03-14 06:59,NA,NA,1,0.95,3.51,Overcast,1004.4,3.38,47.65,1457956749,158,0,46.32,0,NA,NA
forecast.io,hourly,2016-03-16 03:00,NA,rain,0.64,0.86,10,Mostly Cloudy,1000.74,10.28,41.29,1458115200,265,0.0022,37.48,0.06,NA,NA
forecast.io,hourly,2016-03-14 17:00,NA,NA,0.91,0.78,8.47,Mostly Cloudy,1002.72,5.55,63.35,1457992800,131,0,56.27,0,NA,NA
