src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-16 20:00,1,59,6,43,6,6,70,Mostly Cloudy with Scattered Showers,Scattered Showers,0,32,0.38,310,92,1001,0,1458176400
aeris,hourly,2016-03-16 00:00,4,89,9,48,9,9,74,Mostly Cloudy with Rain,Rain,0,24,2.16,340,93,994,0,1458104400
aeris,hourly,2016-03-17 07:00,0,59,2,36,2,2,88,Mostly Cloudy with Light Snow,Light Snow,0.05,24,0.34,320,91,1005,0,1458216000
aeris,hourly,2016-03-15 22:00,5,89,10,50,10,10,68,Mostly Cloudy with Rain,Rain,0,23,2.16,20,94,997,0,1458097200
aeris,hourly,2016-03-17 10:00,0,55,2,36,2,2,85,Mostly Cloudy with Light Snow,Light Snow,0.13,24,0.21,340,94,1008,0,1458226800
aeris,hourly,2016-03-17 08:00,0,55,2,36,2,2,87,Mostly Cloudy with Light Snow,Light Snow,0.13,24,0.21,340,92,1006,0,1458219600
aeris,hourly,2016-03-16 13:00,2,86,6,43,6,6,73,Mostly Cloudy with Light Rain,Light Rain,0,37,0.64,320,90,996,0,1458151200
aeris,hourly,2016-03-16 06:00,2,89,5,41,5,5,82,Mostly Cloudy with Rain,Rain,0,32,1.27,300,88,990,0,1458126000
aeris,hourly,2016-03-16 11:00,2,86,5,41,5,5,79,Mostly Cloudy with Light Rain,Light Rain,0,37,0.64,320,92,994,0,1458144000
aeris,hourly,2016-03-17 02:00,-1,59,4,39,4,4,72,Mostly Cloudy with Light Rain Likely,Rain,0.05,26,0.34,310,90,1003,0,1458198000
aeris,hourly,2016-03-15 15:00,9,97,14,57,14,14,74,Cloudy with Showers,Showers,0,17,2.46,120,98,1001,0,1458072000
aeris,hourly,2016-03-15 17:00,8,97,13,55,13,13,69,Cloudy with Showers,Showers,0,17,2.46,90,95,1000,0,1458079200
aeris,hourly,2016-03-17 12:00,0,55,3,37,3,3,77,Cloudy with Light Snow Likely,Snow,0.13,24,0.21,340,95,1009,0,1458234000
aeris,hourly,2016-03-16 10:00,2,86,5,41,5,5,79,Mostly Cloudy with Light Rain,Light Rain,0,36,0.64,320,93,993,0,1458140400
aeris,hourly,2016-03-15 23:00,5,89,9,48,9,9,74,Mostly Cloudy with Rain,Rain,0,23,2.16,340,94,995,0,1458100800
aeris,hourly,2016-03-16 19:00,1,86,5,41,5,5,73,Mostly Cloudy with Scattered Showers,Scattered Showers,0,36,0.51,310,92,1001,0,1458172800
aeris,hourly,2016-03-17 06:00,0,59,2,36,2,2,84,Mostly Cloudy with Light Rain Likely,Rain,0.05,24,0.34,320,91,1005,0,1458212400
aeris,hourly,2016-03-17 00:00,-1,59,5,41,5,5,66,Mostly Cloudy with Scattered Showers,Scattered Showers,0,30,0.38,300,91,1003,0,1458190800
aeris,hourly,2016-03-17 05:00,0,59,3,37,3,3,80,Mostly Cloudy with Light Rain Likely,Rain,0.05,24,0.34,320,91,1004,0,1458208800
aeris,hourly,2016-03-15 18:00,7,97,12,54,12,12,72,Mostly Cloudy with Showers,Showers,0,19,2.46,80,93,999,0,1458082800
aeris,hourly,2016-03-15 13:00,10,97,13,55,13,13,80,Cloudy with Showers,Showers,0,14,1.14,140,100,1003,0,1458064800
aeris,hourly,2016-03-16 14:00,2,86,7,45,7,7,70,Mostly Cloudy with Light Rain,Light Rain,0,39,0.51,310,90,996,0,1458154800
aeris,hourly,2016-03-16 12:00,2,86,6,43,6,6,76,Mostly Cloudy with Light Rain,Light Rain,0,37,0.64,320,91,995,0,1458147600
aeris,hourly,2016-03-15 20:00,6,89,11,52,11,11,69,Cloudy with Rain,Rain,0,19,2.16,60,96,998,0,1458090000
aeris,hourly,2016-03-16 23:00,-1,59,6,43,6,6,62,Mostly Cloudy with Scattered Showers,Scattered Showers,0,32,0.38,300,91,1002,0,1458187200
aeris,hourly,2016-03-15 16:00,9,97,13,55,13,13,75,Cloudy with Showers,Showers,0,17,2.46,100,96,1001,0,1458075600
aeris,hourly,2016-03-16 16:00,1,86,7,45,7,7,68,Mostly Cloudy with Light Rain,Light Rain,0,37,0.51,310,91,998,0,1458162000
aeris,hourly,2016-03-15 12:00,11,97,13,55,13,13,86,Cloudy with Showers,Showers,0,14,1.14,130,100,1003,0,1458061200
aeris,hourly,2016-03-17 04:00,0,59,4,39,4,4,76,Mostly Cloudy with Light Rain Likely,Rain,0.05,24,0.34,310,91,1004,0,1458205200
aeris,hourly,2016-03-17 09:00,0,55,2,36,2,2,86,Mostly Cloudy with Light Snow,Light Snow,0.13,24,0.21,340,93,1007,0,1458223200
aeris,hourly,2016-03-16 21:00,0,59,5,41,5,5,68,Mostly Cloudy with Scattered Showers,Scattered Showers,0,27,0.38,310,91,1002,0,1458180000
aeris,hourly,2016-03-17 03:00,-1,59,4,39,4,4,74,Mostly Cloudy with Light Rain Likely,Rain,0.05,25,0.34,310,91,1003,0,1458201600
aeris,hourly,2016-03-15 14:00,10,97,14,57,14,14,78,Cloudy with Showers,Showers,0,14,2.46,130,99,1002,0,1458068400
aeris,hourly,2016-03-16 02:00,3,89,7,45,7,7,76,Mostly Cloudy with Rain,Rain,0,27,1.27,320,91,992,0,1458111600
aeris,hourly,2016-03-16 08:00,2,86,5,41,5,5,82,Cloudy with Light Rain,Light Rain,0,33,0.64,310,95,991,0,1458133200
aeris,hourly,2016-03-17 11:00,0,55,3,37,3,3,81,Cloudy with Light Snow Likely,Snow,0.13,24,0.21,340,95,1009,0,1458230400
aeris,hourly,2016-03-16 18:00,1,86,6,43,6,6,70,Mostly Cloudy with Light Rain,Light Rain,0,36,0.51,310,92,1000,0,1458169200
aeris,hourly,2016-03-16 07:00,2,89,4,39,4,4,82,Cloudy with Light Rain,Light Rain,0,32,1.27,300,96,990,0,1458129600
aeris,hourly,2016-03-16 05:00,2,89,6,43,6,6,79,Mostly Cloudy with Rain,Rain,0,32,1.27,300,88,990,0,1458122400
aeris,hourly,2016-03-17 01:00,-1,59,4,39,4,4,70,Mostly Cloudy with Light Rain Likely,Rain,0,27,0.38,300,90,1003,0,1458194400
aeris,hourly,2016-03-16 03:00,3,89,7,45,7,7,80,Mostly Cloudy with Rain,Rain,0,30,1.27,310,89,991,0,1458115200
aeris,hourly,2016-03-16 22:00,0,59,6,43,6,6,68,Mostly Cloudy with Scattered Showers,Scattered Showers,0,27,0.38,310,91,1002,0,1458183600
aeris,hourly,2016-03-16 09:00,2,86,5,41,5,5,82,Mostly Cloudy with Light Rain,Light Rain,0,33,0.64,320,94,992,0,1458136800
aeris,hourly,2016-03-16 15:00,2,86,7,45,7,7,70,Mostly Cloudy with Light Rain,Light Rain,0,39,0.51,310,91,997,0,1458158400
aeris,hourly,2016-03-15 21:00,5,89,11,52,11,11,68,Cloudy with Rain,Rain,0,20,2.16,40,95,997,0,1458093600
aeris,hourly,2016-03-16 01:00,4,89,8,46,8,8,76,Mostly Cloudy with Rain,Rain,0,26,2.16,330,92,993,0,1458108000
aeris,hourly,2016-03-15 19:00,6,97,12,54,12,12,69,Cloudy with Rain,Rain,0,19,2.46,70,97,999,0,1458086400
aeris,hourly,2016-03-16 17:00,1,86,6,43,6,6,70,Mostly Cloudy with Light Rain,Light Rain,0,36,0.51,310,91,999,0,1458165600
aeris,hourly,2016-03-16 04:00,3,89,6,43,6,6,79,Mostly Cloudy with Rain,Rain,0,32,1.27,300,88,990,0,1458118800
aeris,daily,2016-03-24 07:00,-8,None,None,None,4,-3,51,Mostly Sunny,Mostly Sunny,0,12,0,3,12,1020,None,1458820800
aeris,daily,2016-03-17 07:00,0,59,None,None,5,-1,77,Mostly Cloudy with Light Wintry Mix Likely,Wintry Mix,0.85,24,3.29,320,94,1009,0,1458216000
aeris,daily,2016-03-20 07:00,-5,10,None,None,6,-2,61,Partly Cloudy,Partly Cloudy,0,13,0.02,330,49,1024,None,1458475200
aeris,daily,2016-03-18 07:00,-2,41,None,None,5,-1,72,Partly Cloudy,Partly Cloudy,0,9,4.71,350,64,1022,None,1458302400
aeris,daily,2016-03-21 07:00,-6,16,None,None,7,-1,57,Partly Cloudy,Partly Cloudy,0,12,0.17,100,52,1020,None,1458561600
aeris,daily,2016-03-15 07:00,10,97,None,None,14,4,83,Windy with Rain Showers,Rain Showers,0,16,41.62,140,98,1002,0,1458043200
aeris,daily,2016-03-19 07:00,-3,22,None,None,6,-3,67,Partly Cloudy with Slight Chance of Light Wintry Mix,Isolated Wintry Mix,0,12,0.3,320,67,1024,None,1458388800
aeris,daily,2016-03-23 07:00,1,None,None,None,5,3,78,Cloudy with Drizzle,Drizzle,0,42,1.03,12,95,1007,None,1458734400
aeris,daily,2016-03-16 07:00,2,89,None,None,7,2,75,Mostly Cloudy with Light Rain,Light Rain,0.25,36,12.11,300,92,995,0,1458129600
aeris,daily,2016-03-22 07:00,-3,9,None,None,6,0,65,Partly Cloudy,Partly Cloudy,0,13,4.21,330,33,1008,None,1458648000
