src,type,key,precipAccumulation,precipType,cloudCover,humidity,visibility,summary,pressure,windSpeed,temperature,time,windBearing,precipIntensity,dewPoint,precipProbability,temperatureMin,temperatureMax
forecast.io,hourly,2016-03-30 01:00,NA,rain,1,0.78,5.44,Light Rain,1011.81,13.3,50.06,1459317600,158,0.0144,43.46,0.56,NA,NA
forecast.io,hourly,2016-03-30 07:00,NA,rain,1,0.86,3.8,Drizzle,1006.06,11.57,48.12,1459339200,166,0.0083,44.17,0.43,NA,NA
forecast.io,hourly,2016-03-28 12:00,NA,NA,0.49,0.67,9.16,Partly Cloudy,1019.96,5.55,45.85,1459184400,183,0,35.46,0,NA,NA
forecast.io,hourly,2016-03-29 21:00,NA,rain,0.97,0.64,10,Light Rain,1014.38,14.6,54.98,1459303200,161,0.0178,43.09,0.59,NA,NA
forecast.io,daily,2016-03-31 00:00,NA,rain,0.94,0.83,10,Rain until afternoon.,1000.33,11.65,NA,1459400400,355,0.0251,35.52,0.79,37.62,47.16
forecast.io,hourly,2016-03-29 18:00,NA,NA,0.92,0.47,10,Mostly Cloudy,1014.63,15.76,61.13,1459292400,167,0,40.48,0,NA,NA
forecast.io,daily,2016-04-02 00:00,NA,NA,0.27,0.6,NA,"Breezy until afternoon and partly cloudy starting in the afternoon, continuing until evening.",1012.79,17.44,NA,1459573200,304,0,22.95,0,30.8,43.33
forecast.io,hourly,2016-03-29 04:00,NA,NA,0.14,0.78,9.89,Clear,1022.02,6.08,40.4,1459242000,134,0,34.18,0,NA,NA
forecast.io,hourly,2016-03-29 15:00,NA,NA,0.95,0.41,10,Overcast,1017,17.45,62.81,1459281600,169,0,38.81,0,NA,NA
forecast.io,hourly,2016-03-30 05:00,NA,rain,1,0.84,8.27,Light Rain,1007.91,12.46,48.13,1459332000,155,0.0496,43.38,0.72,NA,NA
forecast.io,hourly,2016-03-28 14:00,NA,NA,0.34,0.53,10,Partly Cloudy,1019.62,7.2,53.99,1459191600,187,0,37.32,0,NA,NA
forecast.io,hourly,2016-03-29 07:00,NA,NA,0.4,0.81,10,Partly Cloudy,1021.78,7.27,38.77,1459252800,137,0,33.59,0,NA,NA
forecast.io,hourly,2016-03-29 01:00,NA,NA,0.04,0.76,9.28,Clear,1021.77,5.88,41.94,1459231200,132,0,35.06,0,NA,NA
forecast.io,hourly,2016-03-28 23:00,NA,NA,0.01,0.75,8.81,Clear,1021.37,5.63,43.71,1459224000,132,0,36.28,0,NA,NA
forecast.io,daily,2016-03-30 00:00,NA,rain,1,0.85,8.7,Rain throughout the day.,1004.06,4.53,NA,1459314000,130,0.0242,46.16,0.75,45.5,56.8
forecast.io,hourly,2016-03-28 08:00,NA,NA,0.69,0.94,8.7,Mostly Cloudy,1020.46,1.84,32.17,1459170000,172,0,30.61,0,NA,NA
forecast.io,hourly,2016-03-30 04:00,NA,rain,1,0.82,10,Rain,1008.93,12.73,48.37,1459328400,151,0.0631,43.16,0.75,NA,NA
forecast.io,daily,2016-04-01 00:00,NA,rain,0.61,0.72,NA,Mostly cloudy in the morning.,1011.29,13.83,NA,1459486800,313,0.0019,29.57,0.13,33.53,44.98
forecast.io,hourly,2016-03-28 21:00,NA,NA,0,0.68,9.04,Clear,1020.56,5.05,48.1,1459216800,141,0,37.93,0,NA,NA
forecast.io,hourly,2016-03-29 17:00,NA,NA,0.94,0.43,10,Overcast,1015.28,17.04,62.75,1459288800,167,0,39.75,0,NA,NA
forecast.io,hourly,2016-03-28 22:00,NA,NA,0,0.72,8.85,Clear,1021.06,5.27,45.47,1459220400,136,0,37.08,0,NA,NA
forecast.io,current,2016-03-28 07:58,NA,NA,0.69,0.94,8.71,Mostly Cloudy,1020.46,1.84,32.15,1459169908,172,0,30.59,0,NA,NA
forecast.io,hourly,2016-03-29 12:00,NA,NA,0.78,0.51,10,Mostly Cloudy,1019.78,15.4,55.33,1459270800,167,0,37.37,0,NA,NA
forecast.io,hourly,2016-03-28 07:00,NA,NA,0.68,0.95,8.88,Mostly Cloudy,1020.32,2.06,31.13,1459166400,172,0,29.96,0,NA,NA
forecast.io,hourly,2016-03-29 23:00,NA,rain,1,0.73,8.48,Light Rain,1013.66,14.34,51.86,1459310400,160,0.0211,43.59,0.61,NA,NA
forecast.io,hourly,2016-03-30 02:00,NA,rain,1,0.8,6.68,Light Rain,1010.88,13.21,49.34,1459321200,154,0.0303,43.32,0.66,NA,NA
forecast.io,hourly,2016-03-29 05:00,NA,NA,0.22,0.8,10,Clear,1021.99,6.72,39.38,1459245600,132,0,33.65,0,NA,NA
forecast.io,hourly,2016-03-29 08:00,NA,NA,0.48,0.78,10,Partly Cloudy,1021.65,8.39,40.36,1459256400,145,0,34.09,0,NA,NA
forecast.io,hourly,2016-03-28 19:00,NA,NA,0.02,0.56,10,Clear,1019.55,5.48,55.23,1459209600,153,0,39.61,0,NA,NA
forecast.io,hourly,2016-03-29 02:00,NA,NA,0.06,0.77,9.6,Clear,1021.91,6.11,41.46,1459234800,132,0,34.81,0,NA,NA
forecast.io,hourly,2016-03-28 09:00,NA,NA,0.63,0.9,8.5,Mostly Cloudy,1020.51,2.62,34.57,1459173600,172,0,31.93,0,NA,NA
