src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-11 22:00,6,0,12,54,12,12,66,Clear,Clear,0,14,0,180,3,1019,0,1457755200
aeris,hourly,2016-03-11 18:00,6,0,16,61,16,16,54,Sunny,Sunny,0,20,0,180,1,1019,0,1457740800
aeris,hourly,2016-03-11 06:00,-1,0,1,34,1,1,88,Clear,Clear,0,7,0,150,3,1027,0,1457697600
aeris,hourly,2016-03-11 12:00,4,0,14,57,14,14,51,Sunny,Sunny,0,20,0,170,2,1023,0,1457719200
aeris,hourly,2016-03-11 01:00,0,0,2,36,2,2,86,Clear,Clear,0,4,0,140,2,1027,0,1457679600
aeris,hourly,2016-03-12 18:00,7,14,14,57,14,14,62,Mostly Cloudy with Light Rain Likely,Rain,0,12,0,130,70,1012,0,1457827200
aeris,hourly,2016-03-12 09:00,5,14,11,52,11,11,66,Mostly Sunny,Mostly Sunny,0,12,0,180,12,1017,0,1457794800
aeris,hourly,2016-03-12 14:00,7,14,17,63,17,17,51,Partly Cloudy,Partly Cloudy,0,12,0,150,38,1014,0,1457812800
aeris,hourly,2016-03-10 23:00,1,0,3,37,3,3,85,Clear,Clear,0,4,0,160,2,1026,0,1457672400
aeris,hourly,2016-03-11 17:00,6,0,17,63,17,17,48,Sunny,Sunny,0,23,0,180,1,1020,0,1457737200
aeris,hourly,2016-03-11 07:00,0,0,2,36,2,2,85,Sunny,Sunny,0,7,0,150,3,1027,0,1457701200
aeris,hourly,2016-03-11 23:00,6,0,12,54,12,12,64,Clear,Clear,0,14,0,190,3,1019,0,1457758800
aeris,hourly,2016-03-11 03:00,0,0,1,34,1,1,89,Clear,Clear,0,6,0,150,2,1027,0,1457686800
aeris,hourly,2016-03-12 11:00,6,14,14,57,14,14,58,Mostly Sunny,Mostly Sunny,0,12,0,170,18,1016,0,1457802000
aeris,hourly,2016-03-12 06:00,5,0,8,46,8,8,77,Clear,Clear,0,12,0,190,1,1018,0,1457784000
aeris,hourly,2016-03-11 08:00,0,0,3,37,3,3,79,Sunny,Sunny,0,12,0,160,3,1026,0,1457704800
aeris,hourly,2016-03-12 03:00,4,0,10,50,10,10,68,Clear,Clear,0,13,0,190,2,1018,0,1457773200
aeris,hourly,2016-03-11 13:00,4,0,16,61,16,16,46,Sunny,Sunny,0,23,0,170,2,1022,0,1457722800
aeris,hourly,2016-03-12 05:00,5,0,9,48,9,9,76,Clear,Clear,0,12,0,190,1,1018,0,1457780400
aeris,hourly,2016-03-11 15:00,5,0,18,64,18,18,43,Sunny,Sunny,0,24,0,180,2,1020,0,1457730000
aeris,hourly,2016-03-12 00:00,5,0,12,54,12,12,66,Clear,Clear,0,14,0,190,4,1019,0,1457762400
aeris,hourly,2016-03-12 02:00,5,0,11,52,11,11,68,Clear,Clear,0,13,0,190,3,1018,0,1457769600
aeris,hourly,2016-03-12 10:00,5,14,13,55,13,13,62,Mostly Sunny,Mostly Sunny,0,12,0,170,15,1017,0,1457798400
aeris,hourly,2016-03-11 21:00,6,0,13,55,13,13,64,Clear,Clear,0,17,0,180,2,1020,0,1457751600
aeris,hourly,2016-03-12 17:00,7,14,15,59,15,15,58,Partly Cloudy,Partly Cloudy,0,12,0,130,62,1013,0,1457823600
aeris,hourly,2016-03-12 15:00,7,14,17,63,17,17,50,Partly Cloudy,Partly Cloudy,0,12,0,150,46,1013,0,1457816400
aeris,hourly,2016-03-12 04:00,5,0,9,48,9,9,71,Clear,Clear,0,13,0,190,2,1018,0,1457776800
aeris,hourly,2016-03-12 19:00,7,63,13,55,13,13,67,Mostly Cloudy with Light Rain Likely,Rain,0,12,0.34,140,74,1012,0,1457830800
aeris,hourly,2016-03-11 11:00,3,0,12,54,12,12,55,Sunny,Sunny,0,19,0,160,2,1024,0,1457715600
aeris,hourly,2016-03-11 05:00,-1,0,0,32,0,0,92,Clear,Clear,0,6,0,150,3,1027,0,1457694000
aeris,hourly,2016-03-12 16:00,7,14,16,61,16,16,54,Partly Cloudy,Partly Cloudy,0,12,0,130,54,1013,0,1457820000
aeris,hourly,2016-03-11 16:00,6,0,17,63,17,17,46,Sunny,Sunny,0,24,0,180,1,1020,0,1457733600
aeris,hourly,2016-03-12 20:00,7,63,12,54,12,12,72,Mostly Cloudy with Light Rain Likely,Rain,0,12,0.34,140,79,1012,0,1457834400
aeris,hourly,2016-03-11 19:00,6,0,15,59,15,15,57,Clear,Clear,0,19,0,180,1,1019,0,1457744400
aeris,hourly,2016-03-10 20:00,1,0,5,41,5,5,76,Clear,Clear,0,1,0,170,0,1025,0,1457661600
aeris,hourly,2016-03-11 00:00,1,0,2,36,2,2,89,Clear,Clear,0,4,0,150,2,1026,0,1457676000
aeris,hourly,2016-03-11 10:00,2,0,9,48,9,9,63,Sunny,Sunny,0,14,0,160,2,1025,0,1457712000
aeris,hourly,2016-03-12 13:00,7,14,16,61,16,16,52,Mostly Sunny,Mostly Sunny,0,12,0,150,29,1014,0,1457809200
aeris,hourly,2016-03-11 14:00,4,0,17,63,17,17,42,Sunny,Sunny,0,24,0,170,2,1021,0,1457726400
aeris,hourly,2016-03-11 04:00,-1,0,1,34,1,1,88,Clear,Clear,0,6,0,150,3,1027,0,1457690400
aeris,hourly,2016-03-12 12:00,6,14,15,59,15,15,53,Mostly Sunny,Mostly Sunny,0,12,0,170,21,1015,0,1457805600
aeris,hourly,2016-03-11 02:00,0,0,2,36,2,2,89,Clear,Clear,0,4,0,140,2,1027,0,1457683200
aeris,hourly,2016-03-10 22:00,1,0,3,37,3,3,86,Clear,Clear,0,4,0,180,1,1026,0,1457668800
aeris,hourly,2016-03-12 08:00,5,14,10,50,10,10,70,Mostly Sunny,Mostly Sunny,0,12,0,180,8,1017,0,1457791200
aeris,hourly,2016-03-12 01:00,6,0,11,52,11,11,68,Clear,Clear,0,13,0,190,3,1018,0,1457766000
