src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-16 20:00,1,46,6,43,6,6,69,Mostly Cloudy with Scattered Showers,Scattered Showers,0,18,0.21,290,86,998,None,1458176400
aeris,hourly,2016-03-16 08:00,2,45,5,41,5,5,82,Mostly Cloudy with Scattered Showers,Scattered Showers,0,24,0.21,280,77,990,0,1458133200
aeris,hourly,2016-03-16 00:00,4,53,7,45,7,7,82,Mostly Cloudy with Scattered Showers,Scattered Showers,0,23,1.02,300,80,991,0,1458104400
aeris,hourly,2016-03-15 04:00,10,86,11,52,11,11,93,Cloudy with Light Showers Likely,Showers,0,13,0.72,130,100,1002,0,1458032400
aeris,hourly,2016-03-16 18:00,1,45,8,46,8,8,62,Mostly Cloudy with Scattered Showers,Scattered Showers,0,24,0.25,290,87,997,0,1458169200
aeris,hourly,2016-03-16 13:00,0,45,8,46,8,8,60,Mostly Cloudy with Scattered Showers,Scattered Showers,0,33,0.21,280,85,993,0,1458151200
aeris,hourly,2016-03-16 06:00,2,53,4,39,4,4,86,Mostly Cloudy with Scattered Showers,Scattered Showers,0,20,0.59,280,74,989,0,1458126000
aeris,hourly,2016-03-16 11:00,1,45,6,43,6,6,70,Mostly Cloudy with Scattered Showers,Scattered Showers,0,30,0.21,280,82,992,0,1458144000
aeris,hourly,2016-03-15 10:00,10,97,12,54,12,12,89,Cloudy with Showers,Showers,0,14,1.31,130,100,1002,0,1458054000
aeris,hourly,2016-03-17 02:00,0,46,3,37,3,3,81,Mostly Cloudy with Scattered Showers,Scattered Showers,0.05,12,0.17,320,83,1001,None,1458198000
aeris,hourly,2016-03-15 15:00,9,97,14,57,14,14,74,Cloudy with Light Showers,Showers,0,14,2.37,190,98,1000,0,1458072000
aeris,hourly,2016-03-15 17:00,8,97,13,55,13,13,72,Cloudy with Light Showers,Showers,0,14,2.37,230,95,998,0,1458079200
aeris,hourly,2016-03-15 11:00,10,97,12,54,12,12,86,Cloudy with Showers,Showers,0,17,1.31,130,100,1002,0,1458057600
aeris,hourly,2016-03-15 05:00,9,86,11,52,11,11,93,Cloudy with Light Showers Likely,Showers,0,13,0.72,130,100,1002,0,1458036000
aeris,hourly,2016-03-15 21:00,5,53,8,46,8,8,79,Mostly Cloudy with Scattered Showers,Scattered Showers,0,20,1.02,300,88,993,0,1458093600
aeris,hourly,2016-03-16 09:00,2,45,5,41,5,5,79,Mostly Cloudy with Scattered Showers,Scattered Showers,0,26,0.21,280,79,990,0,1458136800
aeris,hourly,2016-03-17 00:00,0,46,4,39,4,4,77,Mostly Cloudy with Scattered Showers,Scattered Showers,0,13,0.21,300,85,1000,None,1458190800
aeris,hourly,2016-03-15 03:00,10,86,11,52,11,11,93,Cloudy with Light Showers Likely,Showers,0,12,0.72,130,99,1003,0,1458028800
aeris,hourly,2016-03-15 18:00,7,97,12,54,12,12,74,Mostly Cloudy with Light Showers Likely,Showers,0,17,2.37,280,93,996,0,1458082800
